# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Tue Sep 15 20:48:28 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: WFIRST proposed filters, Vegamags
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  R062mag  Z087mag  Y106mag  J129mag  H158mag  F184mag  W149mag
0.0152 0.01508 10.13672 0.9434123635 2.4602482319    0.941  0.921  3.6777  3.153    3  0.000  0.480     0.00     0.00 -1 -1.22e-14      0.00 6.966e-01 2.884e-01 2.370e-03 1.014e-03 6.589e-03 -1.000 1.502e-02 2.466 2.384 1.622 1.341 0.938 0.546 0.400 0.898
0.0152 0.01508 10.13672 0.9437413216 2.4603269100    0.942  0.963  3.6763  3.106    3  0.000  0.478     0.00     0.00 -1 -1.82e-14      0.00 6.962e-01 2.889e-01 2.362e-03 1.024e-03 6.590e-03 -1.000 1.499e-02 2.362 2.285 1.517 1.234 0.829 0.434 0.287 0.788
0.0152 0.01508 10.13672 0.9440495968 2.4604005814    0.942  1.005  3.6749  3.058    3  0.000  0.477     0.00     0.00 -1  -2.7e-14      0.00 6.958e-01 2.891e-01 2.357e-03 1.031e-03 6.591e-03 -1.000 1.501e-02 2.257 2.184 1.412 1.126 0.718 0.320 0.171 0.676
0.0152 0.01508 10.13672 0.9443361163 2.4604690075    0.942  1.048  3.6733  3.009    3  0.000  0.476     0.00     0.00 -1 -3.93e-14      0.00 6.957e-01 2.893e-01 2.354e-03 1.035e-03 6.592e-03 -1.000 1.499e-02 2.149 2.083 1.305 1.016 0.605 0.204 0.053 0.562
0.0152 0.01508 10.13672 0.9445865750 2.4605288506    0.942  1.089  3.6718  2.963    3  0.000  0.476     0.00     0.00 -1 -5.53e-14      0.00 6.956e-01 2.894e-01 2.353e-03 1.036e-03 6.592e-03 -1.000 1.502e-02 2.048 1.987 1.204 0.913 0.499 0.094 -0.059 0.454
0.0152 0.01508 10.13672 0.9448192120 2.4605844021    0.942  1.129  3.6702  2.916    3  0.000  0.476     0.00     0.00 -1 -7.67e-14      0.00 6.956e-01 2.894e-01 2.353e-03 1.037e-03 6.592e-03 -1.000 1.502e-02 1.948 1.892 1.103 0.809 0.392 -0.015 -0.170 0.347
0.0152 0.01508 10.13672 0.9450970888 2.4606506824    0.943  1.182  3.6680  2.854    3  0.000  0.476     0.00     0.00 -1 -1.15e-13      0.00 6.956e-01 2.894e-01 2.352e-03 1.038e-03 6.593e-03 -1.000 1.502e-02 1.816 1.769 0.972 0.674 0.253 -0.159 -0.317 0.206
0.0152 0.01508 10.13672 0.9452911615 2.4606969357    0.943  1.222  3.6662  2.807    3  0.000  0.476     0.00     0.00 -1 -1.55e-13      0.00 6.956e-01 2.894e-01 2.352e-03 1.038e-03 6.593e-03 -1.000 1.502e-02 1.716 1.676 0.873 0.572 0.148 -0.269 -0.428 0.099
0.0152 0.01508 10.13672 0.9455235004 2.4607522488    0.943  1.274  3.6639  2.746    3  0.000  0.476     0.00     0.00 -1 -2.24e-13      0.00 6.956e-01 2.894e-01 2.352e-03 1.038e-03 6.593e-03 -1.000 1.502e-02 1.586 1.556 0.744 0.438 0.010 -0.411 -0.573 -0.040
0.0152 0.01508 10.13672 0.9457350969 2.4608025551    0.943  1.325  3.6615  2.686    3  0.000  0.476     0.00     0.00 -1 -3.19e-13      0.00 6.955e-01 2.894e-01 2.352e-03 1.039e-03 6.593e-03 -1.000 1.502e-02 1.458 1.438 0.617 0.307 -0.125 -0.551 -0.717 -0.177
0.0152 0.01508 10.13672 0.9459320307 2.4608492851    0.943  1.375  3.6591  2.626    3  0.000  0.475     0.00     0.00 -1 -4.47e-13      0.00 6.955e-01 2.894e-01 2.351e-03 1.039e-03 6.593e-03 -1.000 1.502e-02 1.333 1.323 0.493 0.179 -0.258 -0.689 -0.858 -0.312
0.0152 0.01508 10.13672 0.9461337328 2.4608974457    0.943  1.422  3.6567  2.569    3  0.000  0.475     0.00     0.00 -1 -6.25e-13      0.00 6.955e-01 2.895e-01 2.351e-03 1.039e-03 6.593e-03 -1.000 1.502e-02 1.214 1.215 0.376 0.057 -0.384 -0.821 -0.992 -0.440
0.0152 0.01508 10.13672 0.9463310242 2.4609441757    0.943  1.453  3.6553  2.532    3  0.000  0.475     0.00     0.00 -1 -8.28e-13      0.00 6.955e-01 2.895e-01 2.351e-03 1.040e-03 6.593e-03 -1.000 1.502e-02 1.136 1.144 0.299 -0.022 -0.466 -0.906 -1.079 -0.524
0.0152 0.01508 10.13672 0.9464663863 2.4609763622    0.943  1.431  3.6569  2.561    3  0.000  0.475     0.00     0.00 -1 -8.69e-13      0.00 6.955e-01 2.895e-01 2.351e-03 1.040e-03 6.594e-03 -1.000 1.502e-02 1.194 1.194 0.355 0.037 -0.404 -0.840 -1.011 -0.460
0.0152 0.01508 10.13672 0.9465859532 2.4610047340    0.943  1.389  3.6595  2.613    3  0.000  0.475     0.00     0.00 -1 -8.31e-13      0.00 6.955e-01 2.895e-01 2.351e-03 1.040e-03 6.594e-03 -1.000 1.502e-02 1.297 1.285 0.456 0.143 -0.293 -0.723 -0.891 -0.347
0.0152 0.01508 10.13672 0.9465902448 2.4610059261    0.943  1.388  3.6596  2.615    3  0.000  0.475     0.00     0.00 -1 -8.29e-13      0.00 6.955e-01 2.895e-01 2.351e-03 1.040e-03 6.594e-03 -1.000 1.502e-02 1.300 1.288 0.460 0.147 -0.289 -0.719 -0.887 -0.343
0.0152 0.01508 10.13672 0.9466663599 2.4610238075    0.943  1.414  3.6582  2.584    3  0.000  0.475     0.00     0.00 -1 -9.63e-13      0.00 6.955e-01 2.895e-01 2.351e-03 1.040e-03 6.594e-03 -1.000 1.502e-02 1.236 1.230 0.396 0.081 -0.358 -0.791 -0.960 -0.413
0.0152 0.01508 10.13672 0.9468196034 2.4610602856    0.943  1.465  3.6555  2.521    3  0.000  0.475     0.00     0.00 -1 -1.31e-12      0.00 6.955e-01 2.895e-01 2.350e-03 1.041e-03 6.594e-03 -1.000 1.502e-02 1.106 1.113 0.268 -0.052 -0.496 -0.935 -1.108 -0.553
0.0152 0.01508 10.13672 0.9469654560 2.4610948563    0.943  1.517  3.6527  2.458    3  0.000  0.475     0.00     0.00 -1 -1.77e-12      0.00 6.955e-01 2.895e-01 2.350e-03 1.041e-03 6.594e-03 -1.000 1.502e-02 0.978 0.997 0.142 -0.184 -0.633 -1.078 -1.254 -0.692
0.0152 0.01508 10.13672 0.9470965862 2.4611260891    0.943  1.566  3.6499  2.398    3  0.000  0.475     0.00     0.00 -1 -2.36e-12      0.00 6.955e-01 2.895e-01 2.350e-03 1.041e-03 6.594e-03 -1.000 1.503e-02 0.855 0.885 0.019 -0.312 -0.766 -1.216 -1.397 -0.828
0.0152 0.01508 10.13672 0.9472147226 2.4611539841    0.943  1.614  3.6471  2.339    3  0.000  0.475     0.00     0.00 -1 -3.11e-12      0.00 6.955e-01 2.895e-01 2.350e-03 1.041e-03 6.594e-03 -1.000 1.503e-02 0.734 0.778 -0.101 -0.437 -0.895 -1.352 -1.536 -0.960
0.0152 0.01508 10.13672 0.9473234415 2.4611797333    0.943  1.663  3.6443  2.279    3  0.000  0.475     0.00     0.00 -1 -4.05e-12      0.00 6.955e-01 2.895e-01 2.350e-03 1.041e-03 6.594e-03 -1.000 1.503e-02 0.613 0.671 -0.220 -0.561 -1.025 -1.487 -1.675 -1.092
0.0152 0.01508 10.13672 0.9474233985 2.4612035751    0.943  1.711  3.6414  2.219    3  0.000  0.475     0.00     0.00 -1 -5.26e-12      0.00 6.954e-01 2.895e-01 2.350e-03 1.042e-03 6.594e-03 -1.000 1.503e-02 0.492 0.564 -0.340 -0.686 -1.156 -1.623 -1.815 -1.225
0.0152 0.01508 10.13672 0.9475130439 2.4612247944    0.943  1.759  3.6385  2.160    3  0.000  0.475     0.00     0.00 -1 -6.74e-12      0.00 6.954e-01 2.895e-01 2.350e-03 1.042e-03 6.594e-03 -1.000 1.503e-02 0.373 0.461 -0.457 -0.809 -1.284 -1.758 -1.953 -1.355
0.0152 0.01508 10.13672 0.9475936294 2.4612438679    0.942  1.806  3.6356  2.101    3  0.000  0.475     0.00     0.00 -1 -8.56e-12      0.00 6.954e-01 2.895e-01 2.349e-03 1.042e-03 6.594e-03 -1.000 1.503e-02 0.256 0.361 -0.571 -0.929 -1.409 -1.889 -2.089 -1.483
0.0152 0.01508 10.13672 0.9476674795 2.4612612724    0.942  1.852  3.6327  2.043    3  0.000  0.475     0.00     0.00 -1 -1.08e-11      0.00 6.954e-01 2.895e-01 2.349e-03 1.042e-03 6.594e-03 -1.000 1.503e-02 0.140 0.262 -0.686 -1.049 -1.535 -2.021 -2.225 -1.612
0.0152 0.01508 10.13672 0.9477347732 2.4612772465    0.942  1.898  3.6297  1.985    3  0.000  0.475     0.00     0.00 -1 -1.35e-11      0.00 6.954e-01 2.895e-01 2.349e-03 1.042e-03 6.594e-03 -1.000 1.503e-02 0.025 0.164 -0.797 -1.166 -1.658 -2.150 -2.358 -1.737
0.0152 0.01508 10.13672 0.9477961659 2.4612917900    0.942  1.944  3.6267  1.927    3  0.000  0.475     0.00     0.00 -1 -1.68e-11      0.00 6.954e-01 2.895e-01 2.349e-03 1.042e-03 6.594e-03 -1.000 1.503e-02 -0.090 0.069 -0.906 -1.282 -1.779 -2.273 -2.485 -1.858
0.0152 0.01508 10.13672 0.9478524327 2.4613051414    0.941  1.990  3.6237  1.869    3  0.000  0.475     0.00     0.00 -1 -2.09e-11      0.00 6.954e-01 2.896e-01 2.349e-03 1.042e-03 6.594e-03 -1.000 1.503e-02 -0.204 -0.026 -1.015 -1.397 -1.900 -2.396 -2.612 -1.980
0.0152 0.01508 10.13672 0.9479025006 2.4613170624    0.941  2.034  3.6206  1.812    3  0.000  0.475     0.00     0.00 -1 -2.57e-11      0.00 6.954e-01 2.896e-01 2.349e-03 1.042e-03 6.594e-03 -1.000 1.503e-02 -0.315 -0.119 -1.119 -1.509 -2.017 -2.516 -2.735 -2.098
0.0152 0.01508 10.13672 0.9479485750 2.4613280296    0.941  2.078  3.6176  1.755    3  0.000  0.475     0.00     0.00 -1 -3.15e-11      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.594e-03 -1.000 1.503e-02 -0.426 -0.209 -1.224 -1.621 -2.134 -2.636 -2.858 -2.216
0.0152 0.01508 10.13672 0.9479906559 2.4613378048    0.940  2.123  3.6145  1.698    3  0.000  0.475     0.00     0.00 -1 -3.84e-11      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -0.537 -0.298 -1.327 -1.731 -2.250 -2.755 -2.981 -2.333
0.0152 0.01508 10.13672 0.9480285645 2.4613468647    0.940  2.166  3.6114  1.643    3  0.000  0.475     0.00     0.00 -1 -4.65e-11      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -0.644 -0.384 -1.427 -1.839 -2.363 -2.872 -3.101 -2.447
0.0152 0.01508 10.13672 0.9480642080 2.4613552094    0.939  2.209  3.6082  1.586    3  0.000  0.475     0.00     0.00 -1 -5.64e-11      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -0.753 -0.471 -1.528 -1.948 -2.478 -2.990 -3.223 -2.563
0.0152 0.01508 10.13672 0.9480957389 2.4613628387    0.939  2.251  3.6051  1.532    3  0.000  0.475     0.00     0.00 -1 -6.77e-11      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -0.858 -0.551 -1.624 -2.052 -2.588 -3.103 -3.340 -2.674
0.0152 0.01508 10.13672 0.9481254220 2.4613697529    0.938  2.293  3.6019  1.477    3  0.000  0.475     0.00     0.00 -1 -8.13e-11      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -0.964 -0.631 -1.723 -2.159 -2.701 -3.221 -3.462 -2.789
0.0152 0.01508 10.13672 0.9481524229 2.4613761902    0.937  2.335  3.5988  1.422    3  0.000  0.475     0.00     0.00 -1 -9.72e-11      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -1.068 -0.707 -1.822 -2.266 -2.813 -3.340 -3.585 -2.904
0.0152 0.01508 10.13672 0.9481768608 2.4613819122    0.937  2.376  3.5956  1.369    3  0.000  0.475     0.00     0.00 -1 -1.16e-10      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -1.169 -0.776 -1.919 -2.371 -2.924 -3.456 -3.706 -3.018
0.0152 0.01508 10.13672 0.9481997490 2.4613873959    0.936  2.416  3.5923  1.314    3  0.000  0.475     0.00     0.00 -1 -1.37e-10      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -1.271 -0.844 -2.016 -2.476 -3.035 -3.573 -3.829 -3.132
0.0152 0.01508 10.13672 0.9482205510 2.4613921642    0.935  2.456  3.5891  1.261    3  0.000  0.475     0.00     0.00 -1 -1.62e-10      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -1.370 -0.910 -2.110 -2.579 -3.143 -3.688 -3.948 -3.244
0.0152 0.01508 10.13672 0.9482395649 2.4613966942    0.934  2.495  3.5859  1.209    3  0.000  0.475     0.00     0.00 -1 -1.91e-10      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -1.468 -0.967 -2.202 -2.680 -3.250 -3.800 -4.066 -3.354
0.0152 0.01508 10.13672 0.9482571483 2.4614009857    0.933  2.534  3.5825  1.156    3  0.000  0.475     0.00     0.00 -1 -2.25e-10      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -1.565 -1.023 -2.293 -2.780 -3.357 -3.913 -4.183 -3.463
0.0152 0.01508 10.13672 0.9482733011 2.4614048004    0.932  2.572  3.5793  1.105    3  0.000  0.475     0.00     0.00 -1 -2.63e-10      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -1.661 -1.077 -2.383 -2.879 -3.461 -4.023 -4.299 -3.571
0.0152 0.01508 10.13672 0.9482880831 2.4614081383    0.931  2.610  3.5760  1.053    3  0.000  0.475     0.00     0.00 -1 -3.07e-10      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -1.754 -1.119 -2.470 -2.977 -3.565 -4.132 -4.413 -3.678
0.0152 0.01508 10.13672 0.9483017325 2.4614114761    0.930  2.646  3.5727  1.003    3  0.000  0.475     0.00     0.00 -1 -3.57e-10      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -1.846 -1.159 -2.554 -3.072 -3.666 -4.239 -4.525 -3.782
0.0152 0.01508 10.13672 0.9483146667 2.4614145756    0.929  2.683  3.5692  0.952    3  0.000  0.475     0.00     0.00 -1 -4.15e-10      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -1.938 -1.194 -2.638 -3.169 -3.769 -4.347 -4.638 -3.887
0.0152 0.01508 10.13672 0.9483291507 2.4614179134    0.927  2.727  3.5650  0.890    3  0.000  0.475     0.00     0.00 -1 -4.98e-10      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -2.048 -1.221 -2.737 -3.286 -3.893 -4.477 -4.774 -4.015
0.0152 0.01508 10.13672 0.9483422041 2.4614210129    0.926  2.770  3.5609  0.830    3  0.000  0.475     0.00     0.00 -1 -5.93e-10      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -2.154 -1.246 -2.831 -3.398 -4.013 -4.603 -4.906 -4.138
0.0152 0.01508 10.13672 0.9483542442 2.4614238739    0.924  2.812  3.5567  0.771    3  0.000  0.475     0.00     0.00 -1 -7.05e-10      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -2.259 -1.258 -2.920 -3.509 -4.132 -4.728 -5.036 -4.260
0.0152 0.01508 10.13672 0.9483654499 2.4614264965    0.922  2.853  3.5525  0.711    3  0.000  0.475     0.00     0.00 -1 -8.36e-10      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -2.364 -1.262 -3.007 -3.619 -4.250 -4.852 -5.166 -4.381
0.0152 0.01508 10.13672 0.9483756423 2.4614288807    0.919  2.894  3.5482  0.653    3  0.000  0.475     0.00     0.00 -1 -9.88e-10      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -2.465 -1.257 -3.087 -3.725 -4.366 -4.972 -5.293 -4.499
0.0152 0.01508 10.13672 0.9483851194 2.4614312649    0.917  2.934  3.5439  0.594    3  0.000  0.475     0.00     0.00 -1 -1.17e-09      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -2.565 -1.240 -3.160 -3.831 -4.481 -5.093 -5.419 -4.617
0.0152 0.01508 10.13672 0.9483938217 2.4614331722    0.914  2.973  3.5396  0.536    3  0.000  0.475     0.00     0.00 -1 -1.37e-09      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -2.663 -1.218 -3.230 -3.934 -4.594 -5.210 -5.543 -4.732
0.0152 0.01508 10.13672 0.9484018683 2.4614350796    0.912  3.011  3.5354  0.480    3  0.000  0.475     0.00     0.00 -1  -1.6e-09      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -2.758 -1.180 -3.286 -4.032 -4.705 -5.325 -5.663 -4.844
0.0152 0.01508 10.13672 0.9484093189 2.4614369869    0.909  3.049  3.5311  0.424    3  0.000  0.475     0.00     0.00 -1 -1.87e-09      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -2.852 -1.137 -3.341 -4.130 -4.814 -5.438 -5.782 -4.954
0.0152 0.01508 10.13672 0.9484162331 2.4614386559    0.905  3.085  3.5268  0.369    3  0.000  0.475     0.00     0.00 -1 -2.18e-09      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -2.943 -1.080 -3.379 -4.222 -4.921 -5.548 -5.898 -5.062
0.0152 0.01508 10.13672 0.9484224916 2.4614400864    0.902  3.120  3.5226  0.316    3  0.000  0.475     0.00     0.00 -1 -2.52e-09      0.00 6.954e-01 2.896e-01 2.349e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -3.029 -1.015 -3.407 -4.309 -5.024 -5.653 -6.009 -5.164
0.0152 0.01508 10.13672 0.9484285116 2.4614415169    0.898  3.155  3.5183  0.262    3  0.000  0.475     0.00     0.00 -1 -2.91e-09      0.00 6.954e-01 2.896e-01 2.348e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -3.117 -0.935 -3.423 -4.393 -5.127 -5.758 -6.121 -5.266
0.0152 0.01508 10.13672 0.9484339952 2.4614427090    0.894  3.188  3.5141  0.210    3  0.000  0.475     0.00     0.00 -1 -3.35e-09      0.00 6.954e-01 2.896e-01 2.348e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -3.200 -0.836 -3.418 -4.469 -5.226 -5.860 -6.228 -5.364
0.0152 0.01508 10.13672 0.9484391212 2.4614439011    0.890  3.221  3.5099  0.158    3  0.000  0.475     0.00     0.00 -1 -3.85e-09      0.00 6.954e-01 2.896e-01 2.348e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -3.282 -0.736 -3.411 -4.543 -5.322 -5.959 -6.333 -5.459
0.0152 0.01508 10.13672 0.9484440684 2.4614450932    0.885  3.253  3.5057  0.106    3  0.000  0.475     0.00     0.00 -1 -4.42e-09      0.00 6.954e-01 2.896e-01 2.348e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -3.364 -0.658 -3.410 -4.616 -5.419 -6.057 -6.433 -5.553
0.0152 0.01508 10.13672 0.9484487176 2.4614462852    0.880  3.286  3.5015  0.055    3  0.000  0.475     0.00     0.00 -1 -5.07e-09      0.00 6.954e-01 2.896e-01 2.348e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -3.444 -0.569 -3.400 -4.686 -5.514 -6.154 -6.533 -5.645
0.0152 0.01508 10.13672 0.9484539032 2.4614474773    0.873  3.323  3.4965 -0.006    3  0.000  0.475     0.00     0.00 -1 -5.95e-09      0.00 6.954e-01 2.896e-01 2.348e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -3.537 -0.465 -3.381 -4.764 -5.624 -6.268 -6.650 -5.752
0.0152 0.01508 10.13672 0.9484588504 2.4614486694    0.866  3.360  3.4915 -0.066    3  0.000  0.475     0.00     0.00 -1 -6.96e-09      0.00 6.954e-01 2.896e-01 2.348e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -3.629 -0.368 -3.363 -4.840 -5.732 -6.379 -6.762 -5.856
0.0152 0.01508 10.13672 0.9484634995 2.4614496231    0.857  3.394  3.4868 -0.123    3  0.000  0.475     0.00     0.00 -1 -8.08e-09      0.00 6.954e-01 2.896e-01 2.348e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -3.714 -0.312 -3.363 -4.913 -5.832 -6.481 -6.863 -5.952
0.0152 0.01508 10.13672 0.9484651685 2.4614500999    0.855  3.405  3.4852 -0.143    3  0.000  0.475     0.00     0.00 -1 -8.52e-09      0.00 6.954e-01 2.896e-01 2.348e-03 1.043e-03 6.595e-03 -1.000 1.503e-02 -3.743 -0.299 -3.366 -4.938 -5.866 -6.515 -6.896 -5.985
0.0152 0.01508 10.13672 0.9484651685 2.4614500999    0.851  1.656  3.6676  2.334    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.629 0.580 -0.214 -0.515 -0.938 -1.344 -1.505 -0.982
0.0152 0.01508 10.13672 0.9485322833 2.4614660740    0.852  1.665  3.6671  2.324    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.609 0.562 -0.234 -0.536 -0.960 -1.367 -1.529 -1.005
0.0152 0.01508 10.13672 0.9485940933 2.4614806175    0.852  1.668  3.6669  2.320    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.601 0.555 -0.242 -0.544 -0.968 -1.376 -1.538 -1.013
0.0152 0.01508 10.13672 0.9486569762 2.4614953995    0.852  1.667  3.6672  2.322    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.602 0.555 -0.241 -0.543 -0.966 -1.373 -1.535 -1.011
0.0152 0.01508 10.13672 0.9487202764 2.4615104198    0.852  1.665  3.6677  2.326    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.608 0.558 -0.235 -0.536 -0.959 -1.365 -1.526 -1.003
0.0152 0.01508 10.13672 0.9487820268 2.4615249634    0.852  1.662  3.6682  2.331    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.615 0.564 -0.228 -0.528 -0.949 -1.354 -1.515 -0.993
0.0152 0.01508 10.13672 0.9488468170 2.4615402222    0.852  1.659  3.6689  2.337    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.624 0.570 -0.220 -0.518 -0.939 -1.342 -1.502 -0.982
0.0152 0.01508 10.13672 0.9489098787 2.4615552425    0.852  1.655  3.6694  2.343    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.632 0.576 -0.212 -0.509 -0.929 -1.331 -1.490 -0.972
0.0152 0.01508 10.13672 0.9489740133 2.4615702629    0.852  1.652  3.6700  2.348    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.640 0.581 -0.204 -0.500 -0.919 -1.320 -1.478 -0.961
0.0152 0.01508 10.13672 0.9490377307 2.4615852833    0.852  1.649  3.6705  2.353    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.647 0.587 -0.196 -0.492 -0.910 -1.310 -1.467 -0.952
0.0152 0.01508 10.13672 0.9491032958 2.4616007805    0.852  1.647  3.6711  2.358    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.653 0.591 -0.190 -0.485 -0.901 -1.300 -1.458 -0.943
0.0152 0.01508 10.13672 0.9491721988 2.4616172314    0.852  1.644  3.6715  2.362    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.659 0.596 -0.184 -0.478 -0.894 -1.292 -1.448 -0.935
0.0152 0.01508 10.13672 0.9492412210 2.4616334438    0.852  1.642  3.6719  2.366    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.665 0.600 -0.178 -0.472 -0.887 -1.284 -1.440 -0.928
0.0152 0.01508 10.13672 0.9493085742 2.4616494179    0.852  1.640  3.6723  2.370    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.669 0.603 -0.174 -0.467 -0.881 -1.278 -1.433 -0.922
0.0152 0.01508 10.13672 0.9493306875 2.4616544247    0.852  1.640  3.6724  2.370    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.670 0.604 -0.173 -0.465 -0.879 -1.276 -1.431 -0.920
