# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Tue Sep 15 20:48:51 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: WFIRST proposed filters, Vegamags
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  R062mag  Z087mag  Y106mag  J129mag  H158mag  F184mag  W149mag
0.0152 0.01508 10.07918 0.5084672570 2.2460160255    0.508 -1.414  3.5545  4.728    1  0.000  0.545     0.00     0.00 -1 -2.94e-15      0.00 7.138e-01 2.711e-01 2.705e-03 7.298e-04 6.619e-03 -1.000 1.504e-02 8.305 9.047 7.430 6.929 6.437 5.979 5.791 6.382
0.0152 0.01508 10.07918 0.5500000119 2.2836582661    0.550 -1.263  3.5716  4.680    1  0.000  0.545     0.00     0.00 -1 -4.22e-15      0.00 7.362e-01 2.499e-01 2.508e-03 6.768e-04 6.140e-03 -1.000 1.392e-02 7.928 8.516 7.044 6.586 6.104 5.636 5.438 6.038
0.0152 0.01508 10.07918 0.5800381899 2.3070545197    0.580 -1.154  3.5874  4.657    1  0.000  0.544     0.00     0.00 -1 -5.43e-15      0.00 7.386e-01 2.476e-01 2.488e-03 6.715e-04 6.093e-03 -1.000 1.383e-02 7.656 8.113 6.769 6.346 5.871 5.394 5.192 5.798
0.0152 0.01508 10.07918 0.6000000238 2.3211214542    0.600 -1.085  3.5974  4.642    1  0.000  0.544     0.00     0.00 -1 -6.36e-15      0.00 7.401e-01 2.461e-01 2.475e-03 6.682e-04 6.064e-03 -1.000 1.378e-02 7.482 7.868 6.597 6.192 5.721 5.238 5.037 5.644
0.0152 0.01508 10.07918 0.6499999762 2.3520355225    0.650 -0.901  3.6292  4.620    1  0.000  0.544     0.00     0.00 -1 -9.59e-15      0.00 7.437e-01 2.427e-01 2.446e-03 6.605e-04 5.995e-03 -1.000 1.365e-02 7.022 7.199 6.142 5.790 5.332 4.854 4.670 5.258
0.0152 0.01508 10.07918 0.7000000477 2.3779268265    0.700 -0.719  3.6612  4.599    1  0.000  0.544     0.00     0.00 -1 -1.44e-14      0.00 7.471e-01 2.394e-01 2.418e-03 6.532e-04 5.929e-03 -1.000 1.350e-02 6.569 6.558 5.699 5.398 4.974 4.544 4.387 4.920
0.0152 0.01508 10.07918 0.7142652869 2.3845536709    0.714 -0.668  3.6700  4.592    1  0.000  0.542     0.00     0.00 -1 -1.62e-14      0.00 7.482e-01 2.383e-01 2.400e-03 6.505e-04 5.908e-03 -1.000 1.347e-02 6.440 6.389 5.571 5.285 4.875 4.464 4.315 4.828
0.0152 0.01508 10.07918 0.7340333462 2.3932492733    0.734 -0.597  3.6818  4.580    1  0.000  0.539     0.00     0.00 -1  -1.9e-14      0.00 7.498e-01 2.369e-01 2.374e-03 6.467e-04 5.877e-03 -1.000 1.335e-02 6.262 6.164 5.396 5.129 4.740 4.358 4.221 4.703
0.0152 0.01508 10.07918 0.7500000000 2.3998889923    0.750 -0.540  3.6911  4.569    1  0.000  0.536     0.00     0.00 -1 -2.17e-14      0.00 7.510e-01 2.357e-01 2.354e-03 6.437e-04 5.853e-03 -1.000 1.330e-02 6.119 5.990 5.258 5.004 4.630 4.267 4.139 4.600
0.0152 0.01508 10.07918 0.7561026812 2.4023418427    0.756 -0.518  3.6941  4.563    1  0.000  0.536     0.00     0.00 -1 -2.29e-14      0.00 7.516e-01 2.351e-01 2.349e-03 6.423e-04 5.840e-03 -1.000 1.327e-02 6.066 5.927 5.207 4.958 4.588 4.232 4.106 4.560
0.0152 0.01508 10.07918 0.7720695138 2.4085488319    0.772 -0.462  3.7018  4.547    1  0.000  0.536     0.00     0.00 -1 -2.62e-14      0.00 7.533e-01 2.335e-01 2.335e-03 6.386e-04 5.807e-03 -1.000 1.319e-02 5.925 5.765 5.072 4.835 4.478 4.138 4.019 4.455
0.0152 0.01508 10.07918 0.7869188190 2.4140622616    0.787 -0.410  3.7089  4.531    1  0.000  0.536     0.00     0.00 -1 -2.99e-14      0.00 7.548e-01 2.320e-01 2.323e-03 6.353e-04 5.778e-03 -1.000 1.315e-02 5.794 5.616 4.947 4.720 4.375 4.050 3.937 4.356
0.0152 0.01508 10.07918 0.8000000119 2.4187245369    0.800 -0.363  3.7150  4.516    1  0.000  0.536     0.00     0.00 -1 -3.35e-14      0.00 7.561e-01 2.308e-01 2.312e-03 6.324e-04 5.752e-03 -1.000 1.310e-02 5.677 5.486 4.837 4.619 4.283 3.970 3.862 4.268
0.0152 0.01508 10.07918 0.8039833307 2.4201097488    0.804 -0.349  3.7167  4.511    1  0.000  0.536     0.00     0.00 -1 -3.48e-14      0.00 7.566e-01 2.303e-01 2.308e-03 6.314e-04 5.742e-03 -1.000 1.308e-02 5.642 5.447 4.803 4.588 4.255 3.945 3.838 4.240
0.0152 0.01508 10.07918 0.8180654049 2.4248824120    0.817 -0.298  3.7228  4.491    1  0.000  0.536     0.00     0.00 -1 -3.97e-14      0.00 7.583e-01 2.287e-01 2.294e-03 6.276e-04 5.709e-03 -1.000 1.299e-02 5.514 5.307 4.682 4.476 4.152 3.853 3.752 4.140
0.0152 0.01508 10.07918 0.8315222859 2.4292697906    0.831 -0.248  3.7284  4.471    1  0.000  0.536     0.00     0.00 -1 -4.51e-14      0.00 7.599e-01 2.272e-01 2.281e-03 6.241e-04 5.678e-03 -1.000 1.295e-02 5.390 5.174 4.565 4.366 4.052 3.763 3.667 4.042
0.0152 0.01508 10.07918 0.8441532850 2.4332420826    0.843 -0.201  3.7335  4.451    1  0.000  0.536     0.00     0.00 -1 -8.09e-15      0.00 7.614e-01 2.258e-01 2.270e-03 6.210e-04 5.650e-03 -1.000 1.285e-02 5.272 5.048 4.455 4.263 3.956 3.676 3.584 3.949
0.0152 0.01508 10.07918 0.8500000238 2.4350347519    0.849 -0.179  3.7357  4.441    1  0.000  0.536     0.00     0.00 -1 -5.42e-14      0.00 7.620e-01 2.251e-01 2.264e-03 6.195e-04 5.637e-03 -1.000 1.281e-02 5.216 4.989 4.403 4.214 3.911 3.635 3.545 3.904
0.0152 0.01508 10.07918 0.8556344509 2.4367358685    0.855 -0.157  3.7378  4.430    1  0.000  0.536     0.00     0.00 -1 -5.75e-14      0.00 7.628e-01 2.244e-01 2.258e-03 6.178e-04 5.621e-03 -1.000 1.277e-02 5.162 4.932 4.352 4.166 3.866 3.593 3.505 3.860
0.0152 0.01508 10.07918 0.8684542179 2.4405117035    0.867 -0.106  3.7422  4.403    1  0.000  0.535     0.00     0.00 -1 -6.61e-14      0.00 7.646e-01 2.227e-01 2.243e-03 6.140e-04 5.587e-03 -1.000 1.272e-02 5.035 4.800 4.233 4.053 3.760 3.495 3.410 3.756
0.0152 0.01508 10.07918 0.8803517222 2.4439032078    0.879 -0.058  3.7460  4.376    1  0.000  0.535     0.00     0.00 -1 -7.57e-14      0.00 7.662e-01 2.212e-01 2.230e-03 6.105e-04 5.556e-03 -1.000 1.266e-02 4.915 4.677 4.121 3.946 3.657 3.398 3.317 3.655
0.0152 0.01508 10.07918 0.8921776414 2.4471712112    0.891 -0.010  3.7493  4.346    1  0.000  0.535     0.00     0.00 -1 -8.69e-14      0.00 7.676e-01 2.198e-01 2.219e-03 6.075e-04 5.529e-03 -1.000 1.258e-02 4.794 4.554 4.007 3.836 3.552 3.298 3.220 3.551
0.0152 0.01508 10.07918 0.9000000358 2.4492788315    0.899  0.022  3.7511  4.325    1  0.000  0.535     0.00     0.00 -1 -9.54e-14      0.00 7.684e-01 2.191e-01 2.213e-03 6.058e-04 5.515e-03 -1.000 1.253e-02 4.714 4.472 3.931 3.762 3.481 3.230 3.153 3.481
0.0152 0.01508 10.07918 0.9028632641 2.4500396252    0.902  0.034  3.7517  4.318    1  0.000  0.535     0.00     0.00 -1 -9.87e-14      0.00 7.688e-01 2.187e-01 2.210e-03 6.050e-04 5.507e-03 -1.000 1.250e-02 4.684 4.443 3.903 3.735 3.455 3.204 3.128 3.454
0.0152 0.01508 10.07918 0.9145307541 2.4530837536    0.913  0.085  3.7538  4.281    1  0.000  0.535     0.00     0.00 -1 -1.15e-13      0.00 7.690e-01 2.185e-01 2.209e-03 6.048e-04 5.505e-03 -1.000 1.250e-02 4.557 4.314 3.780 3.614 3.338 3.091 3.016 3.338
0.0152 0.01508 10.07918 0.9162151814 2.4535160065    0.915  0.093  3.7541  4.275    1  0.000  0.535     0.00     0.00 -1 -1.18e-13      0.00 7.689e-01 2.186e-01 2.210e-03 6.051e-04 5.508e-03 -1.000 1.251e-02 4.538 4.295 3.762 3.596 3.320 3.073 2.999 3.320
0.0152 0.01508 10.07918 0.9239143133 2.4554679394    0.923  0.129  3.7549  4.245    1  0.000  0.535     0.00     0.00 -1 -1.32e-13      0.00 7.679e-01 2.195e-01 2.220e-03 6.077e-04 5.532e-03 -1.000 1.259e-02 4.447 4.204 3.673 3.509 3.233 2.988 2.914 3.234
0.0152 0.01508 10.07918 0.9312403202 2.4572911263    0.930  0.165  3.7551  4.214    1  0.000  0.535     0.00     0.00 -1 -1.48e-13      0.00 7.668e-01 2.206e-01 2.231e-03 6.109e-04 5.561e-03 -1.000 1.265e-02 4.358 4.115 3.585 3.421 3.146 2.901 2.827 3.146
0.0152 0.01508 10.07918 0.9396756887 2.4593498707    0.938  0.207  3.7544  4.172    1  0.000  0.535     0.00     0.00 -1  -1.7e-13      0.00 7.644e-01 2.228e-01 2.256e-03 6.176e-04 5.623e-03 -1.000 1.280e-02 4.251 4.009 3.478 3.312 3.036 2.790 2.715 3.036
0.0152 0.01508 10.07918 0.9442663193 2.4604523182    0.943  0.231  3.7534  4.147    1  0.000  0.535     0.00     0.00 -1 -1.85e-13      0.00 7.628e-01 2.243e-01 2.271e-03 6.219e-04 5.662e-03 -1.000 1.289e-02 4.192 3.950 3.417 3.250 2.972 2.724 2.649 2.972
0.0152 0.01508 10.07918 0.9474213719 2.4612030983    0.946  0.248  3.7518  4.125    1  0.000  0.535     0.00     0.00 -1 -1.71e-13      0.00 7.601e-01 2.269e-01 2.297e-03 6.289e-04 5.726e-03 -1.000 1.302e-02 4.150 3.910 3.371 3.202 2.922 2.672 2.596 2.922
