# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Mon Apr 20 18:15:26 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: simulations of mass 10000 Msun
# Z         age       Mini           Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.00004384  1.37e+10  0.5343503952   0.533 -0.864  3.7027  4.792    1  0.000  0.544     0.00     0.00 -1 -8.93e-15      0.00 7.768e-01 2.231e-01 1.622e-05 4.379e-06 3.974e-05 -1.000 9.999e-05 6.929 7.998 7.963 7.203 6.702 6.236 5.664 5.237 5.131
0.00004384  1.37e+10  0.1831267178   0.182 -2.018  3.6195  5.146    1  0.000  0.545     0.00     0.00 -1 -6.71e-16      0.00 7.362e-01 2.637e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 9.815 12.342 11.626 10.506 9.733 9.091 8.284 7.765 7.601
0.00004384  1.37e+10  0.2058552355   0.205 -1.904  3.6257  5.108    1  0.000  0.545     0.00     0.00 -1 -4.82e-16      0.00 7.361e-01 2.638e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.990e-05 9.530 11.928 11.268 10.179 9.432 8.805 8.017 7.499 7.334
0.00004384  1.37e+10  0.3674623370   0.367 -1.408  3.6548  4.982    1  0.000  0.544     0.00     0.00 -1 -8.59e-16      0.00 7.404e-01 2.595e-01 1.796e-05 4.852e-06 4.400e-05 -1.000 1.001e-04 8.290 10.131 9.724 8.765 8.126 7.564 6.862 6.372 6.221
0.00004384  1.37e+10  0.1112908050   0.111 -2.612  3.5760  5.350    1  0.000  0.545     0.00     0.00 -1 -8.07e-17      0.00 7.422e-01 2.577e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.299 14.927 13.728 12.319 11.333 10.561 9.626 9.171 9.042
0.00004384  1.37e+10  0.2115955800   0.210 -1.879  3.6270  5.101    1  0.000  0.545     0.00     0.00 -1 -4.61e-16      0.00 7.361e-01 2.638e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 9.468 11.839 11.192 10.109 9.368 8.744 7.959 7.442 7.277
0.00004384  1.37e+10  0.2229112238   0.221 -1.836  3.6293  5.088    1  0.000  0.545     0.00     0.00 -1  -4.4e-16      0.00 7.361e-01 2.638e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 9.361 11.684 11.057 9.986 9.255 8.636 7.859 7.342 7.177
0.00004384  1.37e+10  0.3165939450   0.315 -1.536  3.6465  5.011    1  0.000  0.544     0.00     0.00 -1 -2.29e-16      0.00 7.364e-01 2.635e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 8.610 10.601 10.124 9.130 8.463 7.883 7.157 6.656 6.499
0.00004384  1.37e+10  0.5007461309   0.500 -1.005  3.6892  4.852    1  0.000  0.545     0.00     0.00 -1 -6.58e-15      0.00 7.528e-01 2.471e-01 1.785e-05 4.815e-06 4.367e-05 -1.000 1.000e-04 7.284 8.549 8.420 7.602 7.066 6.574 5.968 5.522 5.403
0.00004384  1.37e+10  0.1472038180   0.147 -2.239  3.6070  5.223    1  0.000  0.545     0.00     0.00 -1 -4.21e-17      0.00 7.373e-01 2.626e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.993e-05 10.366 13.175 12.336 11.144 10.314 9.641 8.797 8.284 8.128
0.00004384  1.37e+10  0.1165353954   0.116 -2.547  3.5820  5.328    1  0.000  0.545     0.00     0.00 -1 -1.21e-16      0.00 7.413e-01 2.586e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.137 14.590 13.468 12.106 11.151 10.403 9.485 9.014 8.881
0.00004384  1.37e+10  0.1159272641   0.115 -2.554  3.5813  5.331    1  0.000  0.545     0.00     0.00 -1 -1.16e-16      0.00 7.414e-01 2.585e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.001e-04 11.156 14.628 13.498 12.131 11.172 10.421 9.501 9.032 8.899
0.00004384  1.37e+10  0.5213322639   0.520 -0.919  3.6974  4.815    1  0.000  0.545     0.00     0.00 -1 -7.93e-15      0.00 7.670e-01 2.329e-01 1.689e-05 4.558e-06 4.135e-05 -1.000 9.999e-05 7.068 8.212 8.141 7.359 6.844 6.368 5.783 5.348 5.237
0.00004384  1.37e+10  0.1437618583   0.143 -2.267  3.6050  5.233    1  0.000  0.545     0.00     0.00 -1 -6.29e-17      0.00 7.376e-01 2.623e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 10.438 13.294 12.434 11.230 10.391 9.712 8.862 8.352 8.197
0.00004384  1.37e+10  0.1531174481   0.152 -2.197  3.6096  5.208    1  0.000  0.545     0.00     0.00 -1 -6.16e-17      0.00 7.369e-01 2.630e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.993e-05 10.262 13.010 12.197 11.021 10.203 9.536 8.700 8.185 8.026
0.00004384  1.37e+10  0.2413435876   0.240 -1.766  3.6331  5.068    1  0.000  0.545     0.00     0.00 -1 -4.08e-16      0.00 7.363e-01 2.636e-01 1.798e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 9.186 11.433 10.840 9.787 9.070 8.461 7.694 7.180 7.017
0.00004384  1.37e+10  0.3480511308   0.347 -1.457  3.6515  4.994    1  0.000  0.544     0.00     0.00 -1 -7.98e-16      0.00 7.371e-01 2.628e-01 1.796e-05 4.853e-06 4.400e-05 -1.000 1.001e-04 8.413 10.312 9.878 8.905 8.255 7.687 6.975 6.480 6.327
0.00004384  1.37e+10  0.1463899314   0.146 -2.245  3.6065  5.225    1  0.000  0.545     0.00     0.00 -1 -4.63e-17      0.00 7.374e-01 2.625e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 10.383 13.203 12.359 11.165 10.332 9.658 8.812 8.300 8.144
0.00004384  1.37e+10  0.4130319357   0.412 -1.289  3.6636  4.949    1  0.000  0.545     0.00     0.00 -1 -7.64e-16      0.00 7.501e-01 2.498e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 7.993 9.679 9.346 8.423 7.812 7.269 6.592 6.112 5.969
0.00004384  1.37e+10  0.1681502163   0.167 -2.100  3.6151  5.174    1  0.000  0.545     0.00     0.00 -1 -5.83e-16      0.00 7.363e-01 2.636e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.993e-05 10.019 12.643 11.884 10.740 9.947 9.294 8.475 7.957 7.795
0.00004384  1.37e+10  0.1161482185   0.115 -2.552  3.5816  5.330    1  0.000  0.545     0.00     0.00 -1 -1.18e-16      0.00 7.414e-01 2.585e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.001e-04 11.149 14.614 13.487 12.122 11.165 10.415 9.495 9.026 8.892
0.00004384  1.37e+10  0.1443841308   0.144 -2.262  3.6054  5.231    1  0.000  0.545     0.00     0.00 -1 -5.85e-17      0.00 7.376e-01 2.623e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 10.425 13.272 12.416 11.215 10.377 9.699 8.851 8.340 8.184
0.00004384  1.37e+10  0.1193126217   0.118 -2.512  3.5852  5.317    1  0.000  0.545     0.00     0.00 -1  -1.5e-16      0.00 7.408e-01 2.591e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.001e-04 11.051 14.414 13.332 11.995 11.056 10.319 9.410 8.932 8.795
0.00004384  1.37e+10  0.7103366852   0.710  0.029  3.7980  4.404    1  0.000  0.536     0.00     0.00 -1 -5.03e-14      0.00 8.626e-01 1.373e-01 1.071e-05 2.918e-06 2.663e-05 -1.000 6.092e-05 4.696 4.972 5.249 4.834 4.531 4.231 3.873 3.575 3.549
0.00004384  1.37e+10  0.1489635706   0.149 -2.224  3.6080  5.218    1  0.000  0.545     0.00     0.00 -1 -3.44e-17      0.00 7.371e-01 2.628e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 10.330 13.114 12.285 11.100 10.275 9.604 8.763 8.250 8.092
0.00004384  1.37e+10  0.2020229548   0.201 -1.923  3.6246  5.115    1  0.000  0.545     0.00     0.00 -1  -5.1e-16      0.00 7.361e-01 2.638e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 9.578 11.998 11.328 10.234 9.483 8.853 8.062 7.544 7.379
0.00004384  1.37e+10  0.5443628430   0.544 -0.821  3.7068  4.773    1  0.000  0.544     0.00     0.00 -1 -9.79e-15      0.00 7.843e-01 2.156e-01 1.571e-05 4.242e-06 3.849e-05 -1.000 9.993e-05 6.823 7.837 7.828 7.085 6.593 6.135 5.574 5.152 5.049
0.00004384  1.37e+10  0.1668335348   0.166 -2.108  3.6147  5.177    1  0.000  0.545     0.00     0.00 -1 -4.79e-16      0.00 7.364e-01 2.635e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.990e-05 10.041 12.675 11.912 10.765 9.970 9.316 8.495 7.977 7.815
0.00004384  1.37e+10  0.3949236572   0.394 -1.338  3.6596  4.963    1  0.000  0.545     0.00     0.00 -1 -5.26e-16      0.00 7.476e-01 2.523e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 8.116 9.871 9.505 8.565 7.942 7.390 6.702 6.217 6.070
0.00004384  1.37e+10  0.2873523235   0.286 -1.617  3.6415  5.029    1  0.000  0.545     0.00     0.00 -1 -2.17e-16      0.00 7.363e-01 2.636e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 8.813 10.896 10.377 9.362 8.678 8.087 7.346 6.840 6.680
0.00004384  1.37e+10  0.2112724632   0.210 -1.881  3.6269  5.101    1  0.000  0.545     0.00     0.00 -1 -4.61e-16      0.00 7.361e-01 2.638e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 9.472 11.844 11.196 10.113 9.371 8.747 7.962 7.445 7.280
0.00004384  1.37e+10  0.3726445735   0.372 -1.395  3.6557  4.978    1  0.000  0.544     0.00     0.00 -1 -7.83e-16      0.00 7.418e-01 2.581e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 8.257 10.082 9.683 8.727 8.091 7.532 6.832 6.343 6.192
0.00004384  1.37e+10  0.1770871729   0.176 -2.049  3.6179  5.157    1  0.000  0.545     0.00     0.00 -1 -7.06e-16      0.00 7.362e-01 2.637e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 9.893 12.457 11.724 10.595 9.814 9.168 8.357 7.838 7.675
0.00004384  1.37e+10  0.5892938375   0.588 -0.624  3.7297  4.702    1  0.000  0.544     0.00     0.00 -1  -1.7e-14      0.00 8.011e-01 1.988e-01 1.460e-05 3.946e-06 3.583e-05 -1.000 9.935e-05 6.330 7.069 7.187 6.536 6.095 5.679 5.175 4.787 4.703
0.00004384  1.37e+10  0.1054872423   0.105 -2.695  3.5676  5.377    1  0.000  0.545     0.00     0.00 -1 -4.56e-17      0.00 7.434e-01 2.565e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.509 15.394 14.082 12.604 11.576 10.765 9.806 9.376 9.252
0.00004384  1.37e+10  0.4489361644   0.448 -1.181  3.6735  4.916    1  0.000  0.545     0.00     0.00 -1 -3.64e-15      0.00 7.506e-01 2.493e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 7.721 9.237 8.987 8.104 7.524 7.001 6.352 5.885 5.751
0.00004384  1.37e+10  0.4914893508   0.491 -1.037  3.6864  4.863    1  0.000  0.545     0.00     0.00 -1 -6.09e-15      0.00 7.524e-01 2.475e-01 1.787e-05 4.822e-06 4.374e-05 -1.000 1.000e-04 7.363 8.672 8.522 7.692 7.149 6.651 6.037 5.587 5.466
0.00004384  1.37e+10  0.5887235999   0.588 -0.626  3.7294  4.703    1  0.000  0.544     0.00     0.00 -1 -1.68e-14      0.00 8.009e-01 1.990e-01 1.462e-05 3.949e-06 3.585e-05 -1.000 9.938e-05 6.336 7.079 7.195 6.543 6.102 5.685 5.180 4.791 4.707
0.00004384  1.37e+10  0.1717680991   0.171 -2.079  3.6163  5.167    1  0.000  0.545     0.00     0.00 -1 -6.62e-16      0.00 7.363e-01 2.636e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 9.967 12.566 11.819 10.680 9.893 9.243 8.426 7.908 7.746
0.00004384  1.37e+10  0.1343326271   0.134 -2.346  3.5996  5.261    1  0.000  0.545     0.00     0.00 -1 -1.88e-16      0.00 7.386e-01 2.613e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 10.636 13.620 12.704 11.467 10.602 9.908 9.042 8.538 8.388
0.00004384  1.37e+10  0.4941178858   0.494 -1.028  3.6872  4.860    1  0.000  0.545     0.00     0.00 -1 -6.23e-15      0.00 7.525e-01 2.474e-01 1.786e-05 4.820e-06 4.372e-05 -1.000 9.999e-05 7.340 8.637 8.493 7.667 7.125 6.629 6.017 5.569 5.448
0.00004384  1.37e+10  0.2042850554   0.203 -1.912  3.6253  5.111    1  0.000  0.545     0.00     0.00 -1 -4.93e-16      0.00 7.361e-01 2.638e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.990e-05 9.549 11.956 11.293 10.202 9.453 8.825 8.035 7.517 7.352
0.00004384  1.37e+10  0.1023426130   0.102 -2.743  3.5627  5.393    1  0.000  0.545     0.00     0.00 -1 -3.28e-17      0.00 7.440e-01 2.559e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 11.628 15.675 14.289 12.769 11.717 10.879 9.907 9.493 9.373
0.00004384  1.37e+10  0.1062151343   0.106 -2.684  3.5687  5.374    1  0.000  0.545     0.00     0.00 -1 -4.93e-17      0.00 7.432e-01 2.567e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.481 15.329 14.034 12.566 11.543 10.739 9.782 9.349 9.224
0.00004384  1.37e+10  0.1127034351   0.112 -2.594  3.5776  5.344    1  0.000  0.545     0.00     0.00 -1    -9e-17      0.00 7.420e-01 2.579e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.255 14.835 13.657 12.262 11.284 10.519 9.588 9.129 8.998
0.00004384  1.37e+10  0.2450449914   0.243 -1.752  3.6339  5.064    1  0.000  0.545     0.00     0.00 -1 -4.02e-16      0.00 7.363e-01 2.636e-01 1.798e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 9.151 11.383 10.797 9.747 9.033 8.425 7.662 7.148 6.984
0.00004384  1.37e+10  0.3101567328   0.309 -1.552  3.6454  5.014    1  0.000  0.544     0.00     0.00 -1 -1.78e-16      0.00 7.363e-01 2.636e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 9.999e-05 8.650 10.661 10.175 9.176 8.506 7.924 7.194 6.692 6.534
0.00004384  1.37e+10  0.1048132777   0.104 -2.706  3.5665  5.381    1  0.000  0.545     0.00     0.00 -1 -4.25e-17      0.00 7.435e-01 2.564e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 11.534 15.454 14.126 12.640 11.606 10.790 9.827 9.401 9.278
0.00004384  1.37e+10  0.5473386645   0.547 -0.808  3.7080  4.768    1  0.000  0.544     0.00     0.00 -1 -1.01e-14      0.00 7.866e-01 2.133e-01 1.556e-05 4.201e-06 3.813e-05 -1.000 9.994e-05 6.791 7.789 7.788 7.049 6.560 6.105 5.546 5.127 5.025
0.00004384  1.37e+10  0.2437926680   0.242 -1.757  3.6336  5.065    1  0.000  0.545     0.00     0.00 -1 -4.04e-16      0.00 7.363e-01 2.636e-01 1.798e-05 4.852e-06 4.400e-05 -1.000 1.001e-04 9.162 11.400 10.812 9.760 9.046 8.437 7.673 7.159 6.995
0.00004384  1.37e+10  0.1096122786   0.109 -2.633  3.5740  5.357    1  0.000  0.545     0.00     0.00 -1 -7.04e-17      0.00 7.425e-01 2.574e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.352 15.039 13.815 12.390 11.394 10.613 9.672 9.223 9.095
0.00004384  1.37e+10  0.4847476184   0.484 -1.060  3.6843  4.872    1  0.000  0.545     0.00     0.00 -1 -5.76e-15      0.00 7.521e-01 2.478e-01 1.789e-05 4.827e-06 4.378e-05 -1.000 1.000e-04 7.420 8.761 8.596 7.758 7.209 6.707 6.087 5.635 5.511
0.00004384  1.37e+10  0.1081676483   0.108 -2.655  3.5717  5.364    1  0.000  0.545     0.00     0.00 -1 -6.05e-17      0.00 7.428e-01 2.571e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.407 15.161 13.907 12.465 11.457 10.667 9.719 9.276 9.149
0.00004384  1.37e+10  0.4925158918   0.492 -1.034  3.6867  4.862    1  0.000  0.545     0.00     0.00 -1 -6.15e-15      0.00 7.524e-01 2.475e-01 1.787e-05 4.821e-06 4.373e-05 -1.000 1.000e-04 7.354 8.658 8.510 7.682 7.140 6.643 6.029 5.580 5.459
0.00004384  1.37e+10  0.1335351020   0.133 -2.353  3.5991  5.263    1  0.000  0.545     0.00     0.00 -1 -2.06e-16      0.00 7.387e-01 2.612e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 10.652 13.649 12.727 11.487 10.620 9.925 9.058 8.554 8.404
0.00004384  1.37e+10  0.1202417314   0.119 -2.501  3.5862  5.313    1  0.000  0.545     0.00     0.00 -1 -1.62e-16      0.00 7.407e-01 2.592e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.022 14.355 13.287 11.957 11.025 10.291 9.385 8.904 8.767
0.00004384  1.37e+10  0.2053541988   0.204 -1.906  3.6255  5.109    1  0.000  0.545     0.00     0.00 -1 -4.86e-16      0.00 7.361e-01 2.638e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.993e-05 9.536 11.937 11.276 10.186 9.439 8.811 8.023 7.505 7.340
0.00004384  1.37e+10  0.1004209891   0.100 -2.772  3.5597  5.403    1  0.000  0.545     0.00     0.00 -1 -2.68e-17      0.00 7.444e-01 2.555e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.001e-04 11.701 15.847 14.416 12.871 11.803 10.949 9.969 9.565 9.447
0.00004384  1.37e+10  0.2813809216   0.280 -1.635  3.6405  5.034    1  0.000  0.545     0.00     0.00 -1 -2.43e-16      0.00 7.363e-01 2.636e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 8.857 10.959 10.432 9.412 8.724 8.131 7.387 6.880 6.719
0.00004384  1.37e+10  0.4075737298   0.407 -1.306  3.6621  4.954    1  0.000  0.545     0.00     0.00 -1 -6.02e-16      0.00 7.500e-01 2.499e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 8.035 9.747 9.401 8.471 7.856 7.310 6.629 6.147 6.002
0.00004384  1.37e+10  0.1410061866   0.140 -2.290  3.6034  5.241    1  0.000  0.545     0.00     0.00 -1 -8.66e-17      0.00 7.379e-01 2.620e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 10.496 13.389 12.513 11.299 10.453 9.770 8.915 8.406 8.253
0.00004384  1.37e+10  0.4744257629   0.473 -1.095  3.6811  4.885    1  0.000  0.545     0.00     0.00 -1 -5.29e-15      0.00 7.516e-01 2.483e-01 1.792e-05 4.835e-06 4.386e-05 -1.000 1.000e-04 7.508 8.898 8.709 7.858 7.300 6.793 6.165 5.708 5.581
0.00004384  1.37e+10  0.1916205287   0.190 -1.975  3.6218  5.132    1  0.000  0.545     0.00     0.00 -1 -5.93e-16      0.00 7.361e-01 2.638e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 9.709 12.187 11.492 10.383 9.620 8.984 8.184 7.666 7.501
0.00004384  1.37e+10  0.4189565480   0.418 -1.271  3.6652  4.943    1  0.000  0.545     0.00     0.00 -1 -9.88e-16      0.00 7.502e-01 2.497e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 7.948 9.606 9.287 8.370 7.765 7.225 6.552 6.075 5.933
0.00004384  1.37e+10  0.2124459445   0.211 -1.876  3.6272  5.100    1  0.000  0.545     0.00     0.00 -1 -4.59e-16      0.00 7.361e-01 2.638e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.993e-05 9.460 11.828 11.182 10.100 9.359 8.736 7.952 7.434 7.269
0.00004384  1.37e+10  0.3003830016   0.299 -1.579  3.6438  5.020    1  0.000  0.545     0.00     0.00 -1  -1.7e-16      0.00 7.362e-01 2.637e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 8.717 10.759 10.259 9.253 8.577 7.991 7.257 6.753 6.594
0.00004384  1.37e+10  0.5608015060   0.560 -0.750  3.7146  4.746    1  0.000  0.544     0.00     0.00 -1 -1.18e-14      0.00 7.926e-01 2.073e-01 1.516e-05 4.094e-06 3.715e-05 -1.000 9.981e-05 6.644 7.558 7.596 6.885 6.411 5.968 5.426 5.016 4.920
0.00004384  1.37e+10  0.4382813573   0.437 -1.213  3.6705  4.926    1  0.000  0.545     0.00     0.00 -1 -2.29e-15      0.00 7.505e-01 2.494e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.997e-05 7.802 9.366 9.093 8.197 7.609 7.080 6.423 5.952 5.816
0.00004384  1.37e+10  0.3363175392   0.335 -1.487  3.6497  5.000    1  0.000  0.544     0.00     0.00 -1 -5.01e-16      0.00 7.368e-01 2.631e-01 1.796e-05 4.853e-06 4.400e-05 -1.000 1.001e-04 8.486 10.419 9.969 8.988 8.333 7.760 7.043 6.546 6.391
0.00004384  1.37e+10  0.4159176052   0.415 -1.281  3.6644  4.946    1  0.000  0.545     0.00     0.00 -1 -8.66e-16      0.00 7.501e-01 2.498e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 7.971 9.643 9.317 8.397 7.789 7.247 6.573 6.094 5.952
0.00004384  1.37e+10  0.1037393510   0.103 -2.722  3.5649  5.386    1  0.000  0.545     0.00     0.00 -1  -3.8e-17      0.00 7.437e-01 2.562e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 11.575 15.550 14.197 12.696 11.654 10.829 9.862 9.441 9.319
0.00004384  1.37e+10  0.1338430196   0.133 -2.350  3.5993  5.262    1  0.000  0.545     0.00     0.00 -1 -1.99e-16      0.00 7.386e-01 2.613e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 10.646 13.638 12.718 11.479 10.613 9.919 9.052 8.547 8.398
0.00004384  1.37e+10  0.6098628640   0.609 -0.530  3.7413  4.670    1  0.000  0.543     0.00     0.00 -1 -2.19e-14      0.00 8.080e-01 1.919e-01 1.416e-05 3.827e-06 3.476e-05 -1.000 8.070e-05 6.095 6.722 6.889 6.281 5.864 5.468 4.991 4.620 4.545
0.00004384  1.37e+10  0.1419330686   0.141 -2.283  3.6040  5.238    1  0.000  0.545     0.00     0.00 -1 -7.77e-17      0.00 7.378e-01 2.621e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 10.477 13.357 12.486 11.276 10.432 9.750 8.897 8.388 8.234
0.00004384  1.37e+10  0.2942249179   0.293 -1.597  3.6427  5.025    1  0.000  0.545     0.00     0.00 -1 -1.91e-16      0.00 7.362e-01 2.637e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 8.763 10.824 10.315 9.305 8.625 8.037 7.299 6.794 6.634
0.00004384  1.37e+10  0.2255042344   0.224 -1.827  3.6299  5.085    1  0.000  0.545     0.00     0.00 -1 -4.35e-16      0.00 7.362e-01 2.637e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 9.336 11.648 11.026 9.958 9.229 8.611 7.836 7.319 7.154
0.00004384  1.37e+10  0.1373314857   0.137 -2.321  3.6013  5.252    1  0.000  0.545     0.00     0.00 -1 -1.33e-16      0.00 7.383e-01 2.616e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 10.573 13.516 12.618 11.392 10.535 9.846 8.985 8.478 8.327
0.00004384  1.37e+10  0.2016872764   0.200 -1.925  3.6246  5.115    1  0.000  0.545     0.00     0.00 -1 -5.12e-16      0.00 7.361e-01 2.638e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.993e-05 9.582 12.004 11.334 10.239 9.487 8.857 8.066 7.548 7.383
0.00004384  1.37e+10  0.5381604433   0.537 -0.848  3.7042  4.785    1  0.000  0.544     0.00     0.00 -1 -9.25e-15      0.00 7.797e-01 2.202e-01 1.603e-05 4.327e-06 3.926e-05 -1.000 9.999e-05 6.889 7.937 7.912 7.158 6.660 6.197 5.630 5.205 5.100
0.00004384  1.37e+10  0.3445672691   0.344 -1.466  3.6510  4.996    1  0.000  0.544     0.00     0.00 -1 -6.95e-16      0.00 7.370e-01 2.629e-01 1.796e-05 4.853e-06 4.400e-05 -1.000 1.001e-04 8.435 10.344 9.905 8.929 8.278 7.708 6.995 6.500 6.346
0.00004384  1.37e+10  0.2722515166   0.271 -1.662  3.6389  5.040    1  0.000  0.545     0.00     0.00 -1 -2.88e-16      0.00 7.363e-01 2.636e-01 1.798e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 8.924 11.057 10.516 9.489 8.795 8.199 7.450 6.941 6.779
0.00004384  1.37e+10  0.1206095815   0.120 -2.496  3.5867  5.311    1  0.000  0.545     0.00     0.00 -1 -1.66e-16      0.00 7.406e-01 2.593e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.011 14.332 13.269 11.942 11.012 10.279 9.375 8.893 8.756
0.00004384  1.37e+10  0.2305872589   0.229 -1.807  3.6309  5.080    1  0.000  0.545     0.00     0.00 -1 -4.27e-16      0.00 7.362e-01 2.637e-01 1.798e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 9.288 11.579 10.967 9.903 9.178 8.563 7.790 7.275 7.110
0.00004384  1.37e+10  0.2332199514   0.231 -1.797  3.6314  5.077    1  0.000  0.545     0.00     0.00 -1 -4.22e-16      0.00 7.362e-01 2.637e-01 1.798e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 9.263 11.543 10.936 9.875 9.152 8.538 7.767 7.252 7.087
0.00004384  1.37e+10  0.1058807597   0.105 -2.690  3.5682  5.375    1  0.000  0.545     0.00     0.00 -1 -4.76e-17      0.00 7.433e-01 2.566e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.494 15.359 14.056 12.583 11.558 10.751 9.793 9.361 9.237
0.00004384  1.37e+10  0.1114156544   0.111 -2.610  3.5761  5.349    1  0.000  0.545     0.00     0.00 -1 -8.14e-17      0.00 7.422e-01 2.577e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 11.295 14.919 13.722 12.314 11.329 10.558 9.623 9.167 9.038
