# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Mon Apr 20 18:15:26 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: simulations of mass 10000 Msun
# Z         age       Mini           Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.00004384  1.37e+10  0.2756485641   0.274 -1.652  3.6395  5.038    1  0.000  0.545     0.00     0.00 -1 -2.71e-16      0.00 7.363e-01 2.636e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 1.001e-04 8.899 11.020 10.484 9.460 8.769 8.174 7.427 6.918 6.757
0.00004384  1.37e+10  0.1030285358   0.103 -2.733  3.5638  5.390    1  0.000  0.545     0.00     0.00 -1 -3.53e-17      0.00 7.439e-01 2.560e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.001e-04 11.602 15.613 14.244 12.733 11.686 10.854 9.885 9.468 9.347
0.00004384  1.37e+10  0.2765103877   0.275 -1.649  3.6397  5.037    1  0.000  0.545     0.00     0.00 -1 -2.66e-16      0.00 7.363e-01 2.636e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 8.893 11.011 10.476 9.453 8.762 8.167 7.421 6.912 6.751
0.00004384  1.37e+10  0.6077860594   0.607 -0.540  3.7400  4.674    1  0.000  0.543     0.00     0.00 -1 -2.14e-14      0.00 8.072e-01 1.927e-01 1.421e-05 3.841e-06 3.488e-05 -1.000 8.541e-05 6.120 6.757 6.920 6.308 5.888 5.490 5.010 4.637 4.561
0.00004384  1.37e+10  0.2273843884   0.225 -1.819  3.6302  5.083    1  0.000  0.545     0.00     0.00 -1 -4.32e-16      0.00 7.362e-01 2.637e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 9.318 11.622 11.004 9.938 9.210 8.594 7.819 7.303 7.138
0.00004384  1.37e+10  0.1097342297   0.109 -2.631  3.5742  5.356    1  0.000  0.545     0.00     0.00 -1 -7.13e-17      0.00 7.425e-01 2.574e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.348 15.029 13.807 12.384 11.389 10.609 9.668 9.219 9.090
0.00004384  1.37e+10  0.4569906592   0.456 -1.155  3.6758  4.907    1  0.000  0.545     0.00     0.00 -1 -4.58e-15      0.00 7.509e-01 2.490e-01 1.797e-05 4.848e-06 4.398e-05 -1.000 1.000e-04 7.657 9.134 8.903 8.030 7.457 6.938 6.295 5.832 5.700
0.00004384  1.37e+10  0.1415297389   0.141 -2.286  3.6037  5.239    1  0.000  0.545     0.00     0.00 -1 -8.15e-17      0.00 7.379e-01 2.620e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 10.485 13.371 12.498 11.286 10.441 9.759 8.905 8.396 8.242
0.00004384  1.37e+10  0.1846909225   0.184 -2.010  3.6200  5.144    1  0.000  0.545     0.00     0.00 -1 -6.56e-16      0.00 7.362e-01 2.637e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 9.796 12.313 11.601 10.483 9.712 9.071 8.266 7.747 7.582
0.00004384  1.37e+10  0.1296650469   0.129 -2.385  3.5969  5.274    1  0.000  0.545     0.00     0.00 -1 -3.23e-16      0.00 7.390e-01 2.609e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 10.733 13.786 12.840 11.585 10.707 10.005 9.131 8.631 8.484
0.00004384  1.37e+10  0.2758188248   0.274 -1.651  3.6396  5.038    1  0.000  0.545     0.00     0.00 -1  -2.7e-16      0.00 7.363e-01 2.636e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 8.898 11.019 10.483 9.459 8.767 8.173 7.426 6.917 6.755
0.00004384  1.37e+10  0.4121885002   0.411 -1.292  3.6633  4.950    1  0.000  0.545     0.00     0.00 -1 -7.36e-16      0.00 7.501e-01 2.498e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 8.000 9.690 9.355 8.430 7.819 7.275 6.598 6.118 5.974
0.00004384  1.37e+10  0.4193787575   0.418 -1.270  3.6653  4.943    1  0.000  0.545     0.00     0.00 -1 -1.01e-15      0.00 7.502e-01 2.497e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.997e-05 7.945 9.600 9.283 8.366 7.761 7.222 6.550 6.072 5.930
0.00004384  1.37e+10  0.5723469853   0.571 -0.699  3.7207  4.728    1  0.000  0.544     0.00     0.00 -1 -1.36e-14      0.00 7.961e-01 2.038e-01 1.493e-05 4.034e-06 3.662e-05 -1.000 9.963e-05 6.517 7.356 7.429 6.742 6.282 5.850 5.324 4.923 4.831
0.00004384  1.37e+10  0.1449870765   0.144 -2.257  3.6057  5.229    1  0.000  0.545     0.00     0.00 -1 -5.45e-17      0.00 7.375e-01 2.624e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 10.413 13.252 12.399 11.200 10.364 9.687 8.839 8.328 8.172
0.00004384  1.37e+10  0.1346792728   0.134 -2.343  3.5998  5.260    1  0.000  0.545     0.00     0.00 -1 -1.81e-16      0.00 7.385e-01 2.614e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 10.628 13.608 12.694 11.458 10.594 9.901 9.036 8.531 8.381
0.00004384  1.37e+10  0.1391787827   0.138 -2.306  3.6024  5.246    1  0.000  0.545     0.00     0.00 -1 -1.07e-16      0.00 7.381e-01 2.618e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 10.534 13.452 12.565 11.345 10.494 9.808 8.950 8.442 8.290
0.00004384  1.37e+10  0.1077530459   0.107 -2.661  3.5711  5.366    1  0.000  0.545     0.00     0.00 -1 -5.79e-17      0.00 7.429e-01 2.570e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 11.423 15.195 13.934 12.486 11.475 10.682 9.733 9.292 9.165
0.00004384  1.37e+10  0.4097830951   0.409 -1.299  3.6627  4.952    1  0.000  0.545     0.00     0.00 -1 -6.63e-16      0.00 7.500e-01 2.499e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 8.018 9.719 9.379 8.452 7.839 7.293 6.614 6.133 5.989
0.00004384  1.37e+10  0.2353558242   0.233 -1.789  3.6319  5.075    1  0.000  0.545     0.00     0.00 -1 -4.18e-16      0.00 7.362e-01 2.637e-01 1.798e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 9.243 11.514 10.911 9.852 9.130 8.518 7.748 7.233 7.069
0.00004384  1.37e+10  0.4494192898   0.449 -1.179  3.6736  4.915    1  0.000  0.545     0.00     0.00 -1 -3.72e-15      0.00 7.506e-01 2.493e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 7.718 9.231 8.982 8.100 7.520 6.998 6.349 5.882 5.748
0.00004384  1.37e+10  0.3068397045   0.306 -1.560  3.6449  5.016    1  0.000  0.544     0.00     0.00 -1 -1.56e-16      0.00 7.362e-01 2.637e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 8.670 10.691 10.201 9.200 8.528 7.944 7.213 6.711 6.552
0.00004384  1.37e+10  0.1474540681   0.147 -2.236  3.6071  5.222    1  0.000  0.545     0.00     0.00 -1 -4.09e-17      0.00 7.373e-01 2.626e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 10.361 13.167 12.328 11.138 10.309 9.635 8.792 8.279 8.123
0.00004384  1.37e+10  0.2504102290   0.249 -1.732  3.6350  5.058    1  0.000  0.545     0.00     0.00 -1 -3.94e-16      0.00 7.363e-01 2.636e-01 1.798e-05 4.852e-06 4.400e-05 -1.000 1.001e-04 9.100 11.310 10.734 9.689 8.980 8.374 7.614 7.101 6.938
0.00004384  1.37e+10  0.1675232351   0.167 -2.104  3.6149  5.175    1  0.000  0.545     0.00     0.00 -1 -5.31e-16      0.00 7.363e-01 2.636e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.993e-05 10.029 12.658 11.897 10.752 9.958 9.304 8.484 7.967 7.805
0.00004384  1.37e+10  0.1160189137   0.115 -2.553  3.5814  5.330    1  0.000  0.545     0.00     0.00 -1 -1.16e-16      0.00 7.414e-01 2.585e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.153 14.623 13.493 12.127 11.169 10.418 9.499 9.029 8.896
0.00004384  1.37e+10  0.3341843188   0.333 -1.492  3.6493  5.001    1  0.000  0.544     0.00     0.00 -1 -4.61e-16      0.00 7.368e-01 2.631e-01 1.796e-05 4.853e-06 4.400e-05 -1.000 1.000e-04 8.500 10.439 9.986 9.004 8.347 7.773 7.055 6.558 6.402
0.00004384  1.37e+10  0.3628628254   0.362 -1.420  3.6540  4.985    1  0.000  0.544     0.00     0.00 -1 -9.32e-16      0.00 7.392e-01 2.607e-01 1.796e-05 4.853e-06 4.400e-05 -1.000 1.001e-04 8.320 10.175 9.761 8.798 8.157 7.594 6.889 6.398 6.246
0.00004384  1.37e+10  0.1243995205   0.124 -2.450  3.5910  5.296    1  0.000  0.545     0.00     0.00 -1 -2.23e-16      0.00 7.399e-01 2.600e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 10.894 14.095 13.085 11.791 10.883 10.164 9.272 8.782 8.640
0.00004384  1.37e+10  0.2190619111   0.217 -1.851  3.6285  5.092    1  0.000  0.545     0.00     0.00 -1 -4.47e-16      0.00 7.361e-01 2.638e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 9.397 11.737 11.103 10.028 9.293 8.673 7.893 7.376 7.211
0.00004384  1.37e+10  0.1786991954   0.178 -2.040  3.6183  5.154    1  0.000  0.545     0.00     0.00 -1 -7.15e-16      0.00 7.362e-01 2.637e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 9.871 12.424 11.696 10.569 9.791 9.146 8.336 7.818 7.654
0.00004384  1.37e+10  0.1607401967   0.160 -2.148  3.6124  5.191    1  0.000  0.545     0.00     0.00 -1 -1.93e-16      0.00 7.366e-01 2.633e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 10.139 12.823 12.038 10.878 10.074 9.414 8.586 8.069 7.909
0.00004384  1.37e+10  0.6297669411   0.629 -0.434  3.7534  4.636    1  0.000  0.543     0.00     0.00 -1 -9.46e-21      0.00 8.161e-01 1.838e-01 1.364e-05 3.689e-06 3.351e-05 -1.000 5.555e-05 5.855 6.377 6.589 6.025 5.634 5.259 4.809 4.451 4.388
0.00004384  1.37e+10  0.3225350380   0.321 -1.521  3.6474  5.008    1  0.000  0.544     0.00     0.00 -1  -2.9e-16      0.00 7.366e-01 2.633e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 9.999e-05 8.572 10.546 10.078 9.087 8.424 7.846 7.123 6.623 6.466
0.00004384  1.37e+10  0.2235546857   0.222 -1.834  3.6295  5.087    1  0.000  0.545     0.00     0.00 -1 -4.39e-16      0.00 7.362e-01 2.637e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 9.355 11.675 11.050 9.979 9.248 8.630 7.853 7.336 7.171
0.00004384  1.37e+10  0.1105739996   0.110 -2.620  3.5752  5.353    1  0.000  0.545     0.00     0.00 -1 -7.63e-17      0.00 7.423e-01 2.576e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.321 14.973 13.764 12.349 11.359 10.583 9.645 9.193 9.064
0.00004384  1.37e+10  0.1568566859   0.156 -2.173  3.6110  5.200    1  0.000  0.545     0.00     0.00 -1 -1.08e-16      0.00 7.368e-01 2.631e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 10.202 12.918 12.119 10.951 10.140 9.476 8.644 8.128 7.969
0.00004384  1.37e+10  0.1089497954   0.108 -2.643  3.5730  5.360    1  0.000  0.545     0.00     0.00 -1 -6.57e-17      0.00 7.426e-01 2.573e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.377 15.095 13.857 12.424 11.423 10.638 9.694 9.248 9.120
0.00004384  1.37e+10  0.1107658669   0.110 -2.618  3.5754  5.352    1  0.000  0.545     0.00     0.00 -1 -7.74e-17      0.00 7.423e-01 2.576e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.315 14.961 13.754 12.341 11.352 10.577 9.640 9.187 9.058
0.00004384  1.37e+10  0.4627029002   0.462 -1.135  3.6776  4.900    1  0.000  0.545     0.00     0.00 -1  -4.8e-15      0.00 7.511e-01 2.488e-01 1.795e-05 4.844e-06 4.394e-05 -1.000 9.997e-05 7.608 9.057 8.839 7.973 7.405 6.890 6.252 5.791 5.661
0.00004384  1.37e+10  0.6653298140   0.665 -0.253  3.7738  4.560    1  0.000  0.541     0.00     0.00 -1  -9.7e-18      0.00 8.345e-01 1.654e-01 1.245e-05 3.371e-06 3.067e-05 -1.000 8.918e-05 5.401 5.783 6.048 5.554 5.203 4.863 4.454 4.121 4.076
0.00004384  1.37e+10  0.5872961879   0.586 -0.633  3.7286  4.705    1  0.000  0.544     0.00     0.00 -1 -1.65e-14      0.00 8.005e-01 1.994e-01 1.464e-05 3.956e-06 3.592e-05 -1.000 9.939e-05 6.352 7.103 7.215 6.560 6.117 5.699 5.192 4.803 4.718
0.00004384  1.37e+10  0.1685319692   0.168 -2.097  3.6153  5.173    1  0.000  0.545     0.00     0.00 -1 -6.18e-16      0.00 7.363e-01 2.636e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.993e-05 10.013 12.634 11.877 10.733 9.941 9.288 8.469 7.951 7.789
0.00004384  1.37e+10  0.2314192504   0.229 -1.804  3.6311  5.079    1  0.000  0.545     0.00     0.00 -1 -4.25e-16      0.00 7.362e-01 2.637e-01 1.798e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 9.280 11.568 10.957 9.894 9.170 8.555 7.783 7.267 7.103
0.00004384  1.37e+10  0.1143603846   0.114 -2.574  3.5795  5.337    1  0.000  0.545     0.00     0.00 -1 -1.02e-16      0.00 7.417e-01 2.582e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.204 14.728 13.575 12.194 11.226 10.469 9.543 9.079 8.947
0.00004384  1.37e+10  0.2254442126   0.224 -1.827  3.6298  5.085    1  0.000  0.545     0.00     0.00 -1 -4.35e-16      0.00 7.362e-01 2.637e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 9.337 11.649 11.027 9.959 9.229 8.612 7.836 7.320 7.155
0.00004384  1.37e+10  0.2536650300   0.253 -1.719  3.6356  5.055    1  0.000  0.545     0.00     0.00 -1 -3.89e-16      0.00 7.363e-01 2.636e-01 1.798e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 9.069 11.266 10.696 9.654 8.947 8.343 7.585 7.073 6.910
0.00004384  1.37e+10  0.3115736246   0.311 -1.548  3.6457  5.013    1  0.000  0.544     0.00     0.00 -1 -1.88e-16      0.00 7.363e-01 2.636e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 9.996e-05 8.641 10.648 10.164 9.166 8.496 7.915 7.186 6.684 6.526
0.00004384  1.37e+10  0.2196430266   0.218 -1.849  3.6287  5.092    1  0.000  0.545     0.00     0.00 -1 -4.46e-16      0.00 7.361e-01 2.638e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 9.392 11.729 11.096 10.022 9.287 8.667 7.888 7.371 7.206
0.00004384  1.37e+10  0.4517206252   0.451 -1.172  3.6742  4.913    1  0.000  0.545     0.00     0.00 -1 -4.11e-15      0.00 7.507e-01 2.492e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 7.700 9.203 8.959 8.080 7.502 6.980 6.333 5.868 5.735
0.00004384  1.37e+10  0.1124053523   0.112 -2.598  3.5773  5.345    1  0.000  0.545     0.00     0.00 -1  -8.8e-17      0.00 7.420e-01 2.579e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 11.265 14.855 13.672 12.274 11.294 10.528 9.596 9.138 9.008
0.00004384  1.37e+10  0.4698625803   0.469 -1.111  3.6797  4.891    1  0.000  0.545     0.00     0.00 -1  -5.1e-15      0.00 7.514e-01 2.485e-01 1.793e-05 4.839e-06 4.389e-05 -1.000 9.997e-05 7.547 8.959 8.760 7.902 7.341 6.831 6.199 5.740 5.612
0.00004384  1.37e+10  0.1177791432   0.117 -2.531  3.5834  5.323    1  0.000  0.545     0.00     0.00 -1 -1.34e-16      0.00 7.411e-01 2.588e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.099 14.511 13.407 12.056 11.109 10.365 9.451 8.977 8.842
0.00004384  1.37e+10  0.4789158106   0.478 -1.080  3.6825  4.879    1  0.000  0.545     0.00     0.00 -1 -5.49e-15      0.00 7.518e-01 2.481e-01 1.791e-05 4.832e-06 4.383e-05 -1.000 1.000e-04 7.470 8.839 8.660 7.814 7.260 6.755 6.131 5.676 5.551
0.00004384  1.37e+10  0.2840496898   0.282 -1.627  3.6410  5.032    1  0.000  0.545     0.00     0.00 -1 -2.31e-16      0.00 7.363e-01 2.636e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 8.838 10.931 10.407 9.390 8.704 8.112 7.369 6.862 6.701
0.00004384  1.37e+10  0.3973403573   0.397 -1.332  3.6601  4.961    1  0.000  0.545     0.00     0.00 -1 -5.07e-16      0.00 7.482e-01 2.517e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 8.101 9.848 9.485 8.547 7.926 7.375 6.688 6.204 6.057
0.00004384  1.37e+10  0.5189977884   0.518 -0.929  3.6964  4.819    1  0.000  0.545     0.00     0.00 -1 -7.76e-15      0.00 7.652e-01 2.347e-01 1.701e-05 4.590e-06 4.164e-05 -1.000 9.996e-05 7.093 8.251 8.173 7.387 6.870 6.392 5.804 5.368 5.256
0.00004384  1.37e+10  0.5123562813   0.512 -0.958  3.6937  4.832    1  0.000  0.545     0.00     0.00 -1  -7.3e-15      0.00 7.602e-01 2.397e-01 1.735e-05 4.681e-06 4.246e-05 -1.000 9.996e-05 7.164 8.362 8.265 7.467 6.943 6.460 5.865 5.425 5.311
0.00004384  1.37e+10  0.1532800645   0.153 -2.196  3.6096  5.208    1  0.000  0.545     0.00     0.00 -1 -6.31e-17      0.00 7.369e-01 2.630e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.993e-05 10.259 13.006 12.193 11.018 10.201 9.534 8.698 8.183 8.024
0.00004384  1.37e+10  0.3998234272   0.399 -1.326  3.6605  4.960    1  0.000  0.545     0.00     0.00 -1 -5.14e-16      0.00 7.488e-01 2.511e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 8.086 9.826 9.467 8.530 7.910 7.360 6.675 6.191 6.045
0.00004384  1.37e+10  0.6208767295   0.620 -0.477  3.7480  4.652    1  0.000  0.543     0.00     0.00 -1 -2.06e-19      0.00 8.124e-01 1.875e-01 1.388e-05 3.752e-06 3.408e-05 -1.000 7.595e-05 5.963 6.530 6.723 6.139 5.737 5.353 4.891 4.527 4.459
0.00004384  1.37e+10  0.2120749950   0.211 -1.878  3.6271  5.100    1  0.000  0.545     0.00     0.00 -1  -4.6e-16      0.00 7.361e-01 2.638e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 9.464 11.833 11.186 10.104 9.363 8.739 7.955 7.438 7.273
0.00004384  1.37e+10  0.1012469828   0.101 -2.760  3.5610  5.399    1  0.000  0.545     0.00     0.00 -1 -2.92e-17      0.00 7.443e-01 2.556e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 11.669 15.773 14.361 12.827 11.766 10.919 9.942 9.534 9.416
0.00004384  1.37e+10  0.1705090255   0.170 -2.086  3.6159  5.169    1  0.000  0.545     0.00     0.00 -1 -6.52e-16      0.00 7.363e-01 2.636e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.990e-05 9.985 12.592 11.841 10.701 9.911 9.260 8.443 7.925 7.763
0.00004384  1.37e+10  0.1482874155   0.148 -2.229  3.6076  5.220    1  0.000  0.545     0.00     0.00 -1 -3.72e-17      0.00 7.372e-01 2.627e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 10.344 13.138 12.305 11.117 10.290 9.618 8.776 8.263 8.106
0.00004384  1.37e+10  0.1330865622   0.132 -2.357  3.5989  5.264    1  0.000  0.545     0.00     0.00 -1 -2.17e-16      0.00 7.387e-01 2.612e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 10.662 13.665 12.740 11.498 10.630 9.934 9.066 8.563 8.413
0.00004384  1.37e+10  0.4409034550   0.440 -1.205  3.6713  4.923    1  0.000  0.545     0.00     0.00 -1 -2.57e-15      0.00 7.505e-01 2.494e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 7.782 9.335 9.067 8.174 7.588 7.061 6.406 5.936 5.800
0.00004384  1.37e+10  0.1197607890   0.119 -2.507  3.5857  5.315    1  0.000  0.545     0.00     0.00 -1 -1.56e-16      0.00 7.407e-01 2.592e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.037 14.385 13.310 11.977 11.041 10.305 9.398 8.919 8.782
0.00004384  1.37e+10  0.2912460864   0.290 -1.606  3.6422  5.027    1  0.000  0.545     0.00     0.00 -1 -2.02e-16      0.00 7.363e-01 2.636e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 8.785 10.855 10.342 9.330 8.648 8.059 7.320 6.814 6.654
0.00004384  1.37e+10  0.5015127063   0.501 -1.003  3.6894  4.851    1  0.000  0.545     0.00     0.00 -1 -6.62e-15      0.00 7.528e-01 2.471e-01 1.784e-05 4.814e-06 4.367e-05 -1.000 1.000e-04 7.277 8.539 8.412 7.595 7.060 6.568 5.962 5.517 5.398
0.00004384  1.37e+10  0.1180792227   0.117 -2.528  3.5838  5.322    1  0.000  0.545     0.00     0.00 -1 -1.37e-16      0.00 7.410e-01 2.589e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 11.089 14.492 13.392 12.044 11.099 10.356 9.443 8.968 8.833
0.00004384  1.37e+10  0.2387142479   0.237 -1.776  3.6326  5.071    1  0.000  0.545     0.00     0.00 -1 -4.13e-16      0.00 7.362e-01 2.637e-01 1.798e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 9.211 11.469 10.871 9.815 9.097 8.486 7.718 7.203 7.039
0.00004384  1.37e+10  0.1596505344   0.159 -2.155  3.6120  5.193    1  0.000  0.545     0.00     0.00 -1 -1.64e-16      0.00 7.367e-01 2.632e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.990e-05 10.156 12.850 12.061 10.899 10.092 9.431 8.602 8.086 7.926
0.00004384  1.37e+10  0.1169923171   0.116 -2.541  3.5825  5.326    1  0.000  0.545     0.00     0.00 -1 -1.26e-16      0.00 7.412e-01 2.587e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.001e-04 11.123 14.561 13.445 12.088 11.136 10.389 9.472 9.001 8.866
0.00004384  1.37e+10  0.1339976490   0.133 -2.349  3.5994  5.262    1  0.000  0.545     0.00     0.00 -1 -1.95e-16      0.00 7.386e-01 2.613e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 10.643 13.632 12.714 11.475 10.609 9.915 9.049 8.544 8.395
0.00004384  1.37e+10  0.1197950765   0.119 -2.506  3.5857  5.315    1  0.000  0.545     0.00     0.00 -1 -1.56e-16      0.00 7.407e-01 2.592e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.036 14.383 13.309 11.975 11.040 10.304 9.397 8.918 8.781
0.00004384  1.37e+10  0.2638733685   0.263 -1.686  3.6375  5.046    1  0.000  0.545     0.00     0.00 -1 -3.38e-16      0.00 7.363e-01 2.636e-01 1.798e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 8.986 11.147 10.593 9.560 8.860 8.261 7.508 6.997 6.835
0.00004384  1.37e+10  0.1061884090   0.106 -2.685  3.5687  5.374    1  0.000  0.545     0.00     0.00 -1 -4.91e-17      0.00 7.432e-01 2.567e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.482 15.331 14.035 12.567 11.544 10.740 9.783 9.350 9.225
0.00004384  1.37e+10  0.4470694065   0.446 -1.186  3.6730  4.918    1  0.000  0.545     0.00     0.00 -1 -3.36e-15      0.00 7.506e-01 2.493e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 7.736 9.260 9.005 8.120 7.539 7.015 6.364 5.897 5.763
0.00004384  1.37e+10  0.6861768961   0.686 -0.133  3.7853  4.500    1  0.000  0.540     0.00     0.00 -1 -2.01e-18      0.00 8.487e-01 1.512e-01 1.154e-05 3.129e-06 2.849e-05 -1.000 6.452e-05 5.102 5.425 5.705 5.249 4.921 4.599 4.214 3.895 3.860
0.00004384  1.37e+10  0.1191519722   0.118 -2.514  3.5850  5.317    1  0.000  0.545     0.00     0.00 -1 -1.49e-16      0.00 7.408e-01 2.591e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.056 14.424 13.340 12.001 11.062 10.324 9.414 8.937 8.800
0.00004384  1.37e+10  0.1335192621   0.133 -2.353  3.5991  5.263    1  0.000  0.545     0.00     0.00 -1 -2.07e-16      0.00 7.387e-01 2.612e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 10.653 13.649 12.728 11.487 10.620 9.925 9.058 8.554 8.404
0.00004384  1.37e+10  0.2252078354   0.223 -1.828  3.6298  5.086    1  0.000  0.545     0.00     0.00 -1 -4.36e-16      0.00 7.362e-01 2.637e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 9.339 11.652 11.030 9.961 9.232 8.614 7.838 7.322 7.157
0.00004384  1.37e+10  0.3319379985   0.331 -1.497  3.6489  5.003    1  0.000  0.544     0.00     0.00 -1 -4.21e-16      0.00 7.367e-01 2.632e-01 1.796e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 8.514 10.460 10.004 9.020 8.362 7.787 7.068 6.570 6.415
0.00004384  1.37e+10  0.1618545204   0.161 -2.140  3.6128  5.188    1  0.000  0.545     0.00     0.00 -1 -2.27e-16      0.00 7.366e-01 2.633e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.990e-05 10.121 12.796 12.015 10.858 10.055 9.396 8.569 8.053 7.892
0.00004384  1.37e+10  0.4490790367   0.448 -1.180  3.6735  4.916    1  0.000  0.545     0.00     0.00 -1 -3.66e-15      0.00 7.506e-01 2.493e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.997e-05 7.720 9.235 8.986 8.103 7.523 7.000 6.351 5.884 5.750
