# File generated by CMD 3.4 (http://stev.oapd.inaf.it/cmd) on Fri Apr  2 18:02:34 CEST 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: HST/WFC3 wide filters (UVIS1+IR, final throughputs)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  F218W1mag  F225W1mag  F275W1mag  F336Wmag  F390Wmag  F438Wmag  F475Wmag  F555Wmag  F606Wmag  F625Wmag  F775Wmag  F814Wmag  F105Wmag  F110Wmag  F125Wmag  F140Wmag  F160Wmag
0.00011527 -2.13000 10.07918 0.7990447283 2.4183900356    0.751  3.169  3.6514  0.702    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1  -7.8e-09      0.00 7.542e-01 2.457e-01 2.034e-05 5.718e-06 5.111e-05 -1.000 1.206e-04 -3.153 4.009 3.685 2.362 0.067 -0.557 -1.058 -1.828 -2.421 -2.888 -3.146 -3.780 -3.873 -4.349 -4.512 -4.706 -4.958 -5.201
0.00011527 -2.13000 10.07918 0.7990521193 2.4183926582    0.747  3.208  3.6492  0.652    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -9.05e-09      0.00 7.542e-01 2.457e-01 2.034e-05 5.718e-06 5.111e-05 -1.000 1.205e-04 -3.250 4.044 3.742 2.420 0.086 -0.569 -1.089 -1.882 -2.490 -2.967 -3.230 -3.874 -3.969 -4.452 -4.616 -4.811 -5.066 -5.311
0.00011527 -2.13000 10.07918 0.7990590334 2.4183950424    0.743  3.243  3.6472  0.606    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -1.04e-08      0.00 7.542e-01 2.457e-01 2.034e-05 5.719e-06 5.111e-05 -1.000 1.205e-04 -3.339 4.071 3.790 2.479 0.106 -0.577 -1.115 -1.930 -2.552 -3.039 -3.305 -3.960 -4.056 -4.546 -4.712 -4.908 -5.166 -5.413
0.00011527 -2.13000 10.07918 0.7990609407 2.4183957577    0.741  3.252  3.6467  0.594    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -1.08e-08      0.00 7.542e-01 2.457e-01 2.034e-05 5.719e-06 5.111e-05 -1.000 1.205e-04 -3.361 4.077 3.801 2.493 0.111 -0.579 -1.121 -1.942 -2.567 -3.057 -3.325 -3.982 -4.078 -4.569 -4.736 -4.933 -5.191 -5.438
0.00011527 -2.13000 10.07918 0.7990609407 2.4183957577    0.741  1.662  3.9334  3.331    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.614 1.097 1.049 0.972 0.880 0.684 0.670 0.656 0.639 0.620 0.607 0.569 0.557 0.510 0.502 0.490 0.480 0.467
0.00011527 -2.13000 10.07918 0.7990616560 2.4183959961    0.741  1.670  3.9289  3.305    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.595 1.110 1.058 0.973 0.869 0.663 0.646 0.629 0.610 0.587 0.573 0.529 0.517 0.465 0.456 0.442 0.430 0.416
0.00011527 -2.13000 10.07918 0.7991114855 2.4184134007    0.741  1.689  3.9194  3.249    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.205e-04 0.548 1.131 1.071 0.968 0.839 0.617 0.596 0.573 0.546 0.517 0.498 0.442 0.428 0.367 0.355 0.336 0.319 0.301
0.00011527 -2.13000 10.07918 0.7991600037 2.4184303284    0.741  1.689  3.9197  3.250    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.205e-04 0.547 1.128 1.069 0.966 0.838 0.616 0.595 0.572 0.546 0.517 0.499 0.443 0.429 0.368 0.356 0.337 0.321 0.303
0.00011527 -2.13000 10.07918 0.7992085814 2.4184474945    0.741  1.689  3.9201  3.251    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.547 1.125 1.066 0.965 0.837 0.616 0.595 0.573 0.547 0.518 0.500 0.445 0.430 0.371 0.358 0.340 0.323 0.306
0.00011527 -2.13000 10.07918 0.7992576957 2.4184646606    0.741  1.689  3.9204  3.252    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.205e-04 0.547 1.123 1.065 0.964 0.837 0.616 0.595 0.573 0.547 0.519 0.500 0.446 0.432 0.372 0.360 0.342 0.325 0.308
0.00011527 -2.13000 10.07918 0.7993081212 2.4184823036    0.741  1.689  3.9204  3.252    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.547 1.123 1.064 0.963 0.837 0.615 0.595 0.573 0.547 0.519 0.500 0.446 0.431 0.372 0.360 0.342 0.325 0.308
0.00011527 -2.13000 10.07918 0.7993581891 2.4184999466    0.741  1.689  3.9202  3.251    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.547 1.124 1.065 0.964 0.836 0.615 0.594 0.572 0.546 0.518 0.499 0.444 0.430 0.370 0.358 0.340 0.323 0.306
0.00011527 -2.13000 10.07918 0.7994049788 2.4185163975    0.741  1.690  3.9198  3.249    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.205e-04 0.546 1.126 1.067 0.965 0.836 0.614 0.593 0.571 0.544 0.516 0.497 0.441 0.427 0.367 0.354 0.336 0.319 0.302
0.00011527 -2.13000 10.07918 0.7994554639 2.4185340405    0.741  1.690  3.9190  3.246    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.544 1.130 1.070 0.966 0.836 0.613 0.592 0.569 0.542 0.513 0.494 0.437 0.423 0.362 0.349 0.330 0.313 0.295
0.00011527 -2.13000 10.07918 0.7995020747 2.4185502529    0.741  1.691  3.9179  3.241    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.205e-04 0.542 1.135 1.074 0.968 0.835 0.612 0.591 0.567 0.539 0.509 0.489 0.430 0.416 0.354 0.341 0.321 0.303 0.285
0.00011527 -2.13000 10.07918 0.7995492220 2.4185667038    0.741  1.692  3.9164  3.234    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.540 1.142 1.080 0.971 0.834 0.610 0.589 0.563 0.534 0.503 0.482 0.422 0.407 0.344 0.330 0.309 0.291 0.271
0.00011527 -2.13000 10.07918 0.7995987535 2.4185841084    0.742  1.694  3.9144  3.224    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.536 1.152 1.088 0.975 0.833 0.608 0.586 0.559 0.528 0.495 0.473 0.410 0.395 0.330 0.315 0.293 0.274 0.254
0.00011527 -2.13000 10.07918 0.7996501923 2.4186022282    0.742  1.695  3.9119  3.212    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.531 1.165 1.098 0.981 0.832 0.605 0.582 0.553 0.520 0.485 0.462 0.395 0.379 0.312 0.296 0.273 0.252 0.230
0.00011527 -2.13000 10.07918 0.7996982336 2.4186189175    0.742  1.697  3.9089  3.198    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.526 1.179 1.110 0.987 0.831 0.603 0.579 0.548 0.512 0.474 0.449 0.378 0.362 0.292 0.274 0.250 0.227 0.204
0.00011527 -2.13000 10.07918 0.7997462153 2.4186358452    0.742  1.700  3.9055  3.182    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.520 1.196 1.123 0.993 0.828 0.601 0.577 0.542 0.503 0.462 0.435 0.358 0.341 0.268 0.250 0.222 0.198 0.173
0.00011527 -2.13000 10.07918 0.7997967005 2.4186534882    0.742  1.703  3.9013  3.162    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.205e-04 0.513 1.217 1.140 1.001 0.826 0.599 0.575 0.536 0.493 0.448 0.418 0.334 0.317 0.240 0.219 0.189 0.162 0.135
0.00011527 -2.13000 10.07918 0.7998443246 2.4186701775    0.742  1.706  3.8967  3.141    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.505 1.238 1.156 1.008 0.822 0.599 0.575 0.531 0.483 0.433 0.400 0.309 0.291 0.210 0.187 0.154 0.124 0.095
0.00011527 -2.13000 10.07918 0.7998922467 2.4186868668    0.742  1.709  3.8916  3.117    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.496 1.261 1.175 1.016 0.817 0.600 0.576 0.527 0.473 0.417 0.381 0.281 0.262 0.176 0.151 0.114 0.080 0.049
0.00011527 -2.13000 10.07918 0.7999415398 2.4187040329    0.742  1.713  3.8858  3.090    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.205e-04 0.486 1.289 1.195 1.023 0.810 0.605 0.582 0.526 0.464 0.402 0.361 0.250 0.231 0.139 0.111 0.070 0.032 -0.003
0.00011527 -2.13000 10.07918 0.7999920249 2.4187216759    0.742  1.718  3.8791  3.059    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.475 1.320 1.217 1.030 0.800 0.611 0.592 0.526 0.455 0.385 0.339 0.216 0.196 0.098 0.066 0.020 -0.024 -0.063
0.00011527 -2.13000 10.07918 0.8000391126 2.4187381268    0.742  1.723  3.8724  3.027    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.463 1.354 1.242 1.038 0.790 0.619 0.602 0.528 0.449 0.370 0.319 0.183 0.161 0.057 0.021 -0.031 -0.079 -0.124
0.00011527 -2.13000 10.07918 0.8000435829 2.4187397957    0.742  1.723  3.8717  3.024    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.462 1.357 1.244 1.039 0.789 0.620 0.603 0.528 0.448 0.368 0.317 0.179 0.158 0.053 0.016 -0.035 -0.085 -0.130
0.00011527 -2.13000 10.07918 0.8000515699 2.4187426567    0.742  1.724  3.8706  3.019    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.460 1.363 1.248 1.040 0.787 0.621 0.605 0.528 0.447 0.366 0.313 0.174 0.152 0.046 0.009 -0.044 -0.094 -0.140
0.00011527 -2.13000 10.07918 0.8000986576 2.4187591076    0.742  1.729  3.8639  2.987    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.449 1.400 1.276 1.049 0.776 0.630 0.617 0.532 0.442 0.352 0.295 0.142 0.119 0.006 -0.035 -0.093 -0.149 -0.199
0.00011527 -2.13000 10.07918 0.8001445532 2.4187750816    0.742  1.733  3.8568  2.954    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.437 1.443 1.307 1.060 0.764 0.639 0.630 0.536 0.438 0.340 0.277 0.110 0.086 -0.034 -0.080 -0.143 -0.206 -0.262
0.00011527 -2.13000 10.07918 0.8001936078 2.4187922478    0.742  1.739  3.8488  2.917    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.423 1.495 1.346 1.073 0.749 0.650 0.646 0.543 0.435 0.327 0.259 0.075 0.050 -0.080 -0.130 -0.200 -0.269 -0.332
0.00011527 -2.13000 10.07918 0.8002403378 2.4188084602    0.742  1.745  3.8406  2.878    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.205e-04 0.408 1.553 1.389 1.089 0.735 0.663 0.663 0.551 0.433 0.315 0.240 0.040 0.013 -0.126 -0.182 -0.257 -0.335 -0.405
0.00011527 -2.13000 10.07918 0.8002851009 2.4188241959    0.742  1.750  3.8326  2.840    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.394 1.613 1.434 1.105 0.722 0.676 0.680 0.558 0.431 0.303 0.223 0.007 -0.023 -0.171 -0.231 -0.313 -0.398 -0.475
0.00011527 -2.13000 10.07918 0.8003312945 2.4188404083    0.742  1.757  3.8244  2.801    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.378 1.682 1.486 1.127 0.709 0.691 0.699 0.567 0.429 0.291 0.205 -0.027 -0.058 -0.217 -0.283 -0.370 -0.463 -0.547
0.00011527 -2.13000 10.07918 0.8003766537 2.4188561440    0.742  1.763  3.8164  2.763    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.363 1.755 1.542 1.150 0.699 0.705 0.717 0.575 0.427 0.280 0.188 -0.060 -0.093 -0.262 -0.332 -0.426 -0.526 -0.618
0.00011527 -2.13000 10.07918 0.8004224896 2.4188721180    0.742  1.769  3.8088  2.726    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.347 1.825 1.594 1.171 0.686 0.721 0.736 0.584 0.425 0.269 0.171 -0.092 -0.127 -0.306 -0.381 -0.480 -0.587 -0.685
0.00011527 -2.13000 10.07918 0.8004683256 2.4188883305    0.742  1.776  3.8017  2.692    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.330 1.891 1.642 1.190 0.673 0.736 0.754 0.592 0.424 0.258 0.155 -0.122 -0.159 -0.348 -0.427 -0.530 -0.645 -0.749
0.00011527 -2.13000 10.07918 0.8005145192 2.4189043045    0.743  1.784  3.7939  2.652    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.205e-04 0.309 1.971 1.701 1.213 0.660 0.751 0.773 0.598 0.419 0.243 0.134 -0.158 -0.196 -0.397 -0.481 -0.589 -0.711 -0.823
0.00011527 -2.13000 10.07918 0.8005236983 2.4189076424    0.743  1.784  3.7931  2.649    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.205e-04 0.309 1.981 1.710 1.218 0.661 0.755 0.778 0.602 0.422 0.245 0.135 -0.158 -0.197 -0.400 -0.483 -0.593 -0.715 -0.827
0.00011527 -2.13000 10.07918 0.8005711436 2.4189240932    0.743  1.795  3.7851  2.606    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.282 2.063 1.769 1.241 0.645 0.766 0.791 0.604 0.412 0.225 0.109 -0.199 -0.241 -0.455 -0.543 -0.657 -0.787 -0.907
0.00011527 -2.13000 10.07918 0.8006178141 2.4189405441    0.743  1.811  3.7758  2.553    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.205e-04 0.243 2.166 1.844 1.270 0.627 0.775 0.800 0.599 0.394 0.195 0.073 -0.253 -0.297 -0.526 -0.619 -0.740 -0.878 -1.007
0.00011527 -2.13000 10.07918 0.8006570339 2.4189541340    0.743  1.837  3.7639  2.479    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.205e-04 0.177 2.312 1.949 1.309 0.599 0.774 0.797 0.577 0.356 0.142 0.012 -0.337 -0.385 -0.632 -0.733 -0.860 -1.010 -1.150
0.00011527 -2.13000 10.07918 0.8006783724 2.4189615250    0.743  1.869  3.7532  2.405    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.205e-04 0.098 2.464 2.058 1.349 0.565 0.758 0.778 0.540 0.303 0.076 -0.062 -0.431 -0.482 -0.747 -0.853 -0.987 -1.146 -1.295
0.00011527 -2.13000 10.07918 0.8006879687 2.4189648628    0.743  1.901  3.7445  2.338    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 0.017 2.592 2.146 1.376 0.529 0.731 0.746 0.494 0.243 0.006 -0.138 -0.523 -0.576 -0.856 -0.966 -1.105 -1.271 -1.428
0.00011527 -2.13000 10.07918 0.8006922603 2.4189662933    0.743  1.935  3.7370  2.274    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 -0.067 2.720 2.236 1.405 0.495 0.697 0.705 0.439 0.177 -0.069 -0.219 -0.617 -0.673 -0.966 -1.079 -1.222 -1.394 -1.557
0.00011527 -2.13000 10.07918 0.8006942868 2.4189670086    0.743  1.968  3.7313  2.218    4  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 -0.149 2.831 2.314 1.429 0.463 0.658 0.658 0.381 0.110 -0.144 -0.298 -0.707 -0.765 -1.067 -1.184 -1.330 -1.506 -1.674
0.00011527 -2.13000 10.07918 0.8006951213 2.4189674854    0.743  1.989  3.7283  2.185    7  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 -0.202 2.888 2.352 1.436 0.440 0.629 0.624 0.341 0.065 -0.193 -0.348 -0.763 -0.822 -1.130 -1.248 -1.395 -1.574 -1.745
0.00011527 -2.13000 10.07918 0.8006953597 2.4189674854    0.743  1.998  3.7272  2.172    7  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 -0.225 2.907 2.364 1.436 0.428 0.615 0.609 0.323 0.045 -0.214 -0.370 -0.787 -0.846 -1.156 -1.275 -1.422 -1.602 -1.774
0.00011527 -2.13000 10.07918 0.8006963134 2.4189677238    0.743  2.038  3.7231  2.115    7  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 -0.326 2.965 2.395 1.422 0.370 0.547 0.534 0.240 -0.045 -0.310 -0.469 -0.893 -0.954 -1.271 -1.392 -1.542 -1.725 -1.901
0.00011527 -2.13000 10.07918 0.8006971478 2.4189682007    0.743  2.078  3.7196  2.061    7  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 -0.424 3.005 2.411 1.400 0.310 0.478 0.458 0.157 -0.134 -0.403 -0.564 -0.995 -1.057 -1.381 -1.503 -1.655 -1.842 -2.020
0.00011527 -2.13000 10.07918 0.8006979823 2.4189684391    0.743  2.115  3.7166  2.012    7  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 -0.519 3.045 2.428 1.380 0.254 0.413 0.386 0.078 -0.219 -0.492 -0.656 -1.093 -1.155 -1.485 -1.609 -1.763 -1.951 -2.132
0.00011527 -2.13000 10.07918 0.8006988168 2.4189686775    0.743  2.150  3.7140  1.967    7  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 -0.605 3.080 2.443 1.362 0.204 0.351 0.319 0.004 -0.298 -0.574 -0.740 -1.181 -1.245 -1.579 -1.704 -1.859 -2.050 -2.233
0.00011527 -2.13000 10.07918 0.8007002473 2.4189691544    0.743  2.172  3.7127  1.939    7  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 -0.660 3.095 2.447 1.347 0.170 0.310 0.274 -0.045 -0.349 -0.628 -0.794 -1.239 -1.303 -1.639 -1.765 -1.921 -2.113 -2.298
0.00011527 -2.13000 10.07918 0.8007027507 2.4189701080    0.743  2.152  3.7142  1.965    7  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.205e-04 -0.611 3.068 2.432 1.353 0.196 0.343 0.311 -0.004 -0.305 -0.581 -0.746 -1.188 -1.252 -1.585 -1.710 -1.865 -2.056 -2.239
0.00011527 -2.13000 10.07918 0.8007189631 2.4189758301    0.743  2.142  3.7145  1.977    7  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 -0.585 3.074 2.442 1.367 0.216 0.366 0.335 0.021 -0.279 -0.555 -0.720 -1.161 -1.225 -1.558 -1.683 -1.838 -2.028 -2.211
0.00011527 -2.13000 10.07918 0.8007342219 2.4189810753    0.743  2.171  3.7122  1.938    7  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 -0.659 3.117 2.465 1.359 0.177 0.316 0.279 -0.041 -0.346 -0.625 -0.792 -1.238 -1.302 -1.639 -1.766 -1.922 -2.114 -2.299
0.00011527 -2.13000 10.07918 0.8007527590 2.4189875126    0.743  2.218  3.7089  1.878    7  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.205e-04 -0.775 3.166 2.488 1.337 0.110 0.233 0.187 -0.141 -0.453 -0.737 -0.906 -1.358 -1.424 -1.767 -1.895 -2.053 -2.248 -2.435
0.00011527 -2.13000 10.07918 0.8007704020 2.4189937115    0.743  2.261  3.7061  1.824    7  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 -0.884 3.211 2.508 1.317 0.049 0.156 0.102 -0.234 -0.552 -0.840 -1.011 -1.469 -1.536 -1.884 -2.014 -2.173 -2.371 -2.560
0.00011527 -2.13000 10.07918 0.8007866740 2.4189994335    0.743  2.304  3.7035  1.771    7  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.668e-06 5.092e-05 -1.000 1.204e-04 -0.990 3.249 2.524 1.294 -0.013 0.079 0.017 -0.326 -0.650 -0.941 -1.115 -1.578 -1.646 -2.000 -2.130 -2.291 -2.491 -2.683
0.00011527 -2.13000 10.07918 0.8008013368 2.4190044403    0.743  2.346  3.7010  1.719    7  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.033e-05 5.669e-06 5.092e-05 -1.000 1.200e-04 -1.095 3.283 2.536 1.269 -0.076 0.003 -0.066 -0.417 -0.746 -1.041 -1.217 -1.685 -1.754 -2.112 -2.244 -2.407 -2.608 -2.803
0.00011527 -2.13000 10.07918 0.8008143306 2.4190089703    0.743  2.388  3.6986  1.668    7  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.032e-05 5.671e-06 5.092e-05 -1.000 1.134e-04 -1.199 3.316 2.549 1.246 -0.136 -0.073 -0.149 -0.507 -0.841 -1.140 -1.318 -1.791 -1.861 -2.224 -2.357 -2.521 -2.725 -2.922
