# File generated by CMD 3.4 (http://stev.oapd.inaf.it/cmd) on Fri Apr  2 18:02:34 CEST 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: HST/WFC3 wide filters (UVIS1+IR, final throughputs)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  F218W1mag  F225W1mag  F275W1mag  F336Wmag  F390Wmag  F438Wmag  F475Wmag  F555Wmag  F606Wmag  F625Wmag  F775Wmag  F814Wmag  F105Wmag  F110Wmag  F125Wmag  F140Wmag  F160Wmag
0.00011527 -2.13000 10.07918 0.7908540368 2.4154834747    0.789  0.751  3.7644  3.594    2  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -1.26e-12      0.00 8.117e-01 1.882e-01 1.705e-05 4.677e-06 4.265e-05 -1.000 7.364e-05 2.893 4.859 4.499 3.864 3.160 3.511 3.565 3.331 3.099 2.877 2.742 2.384 2.337 2.093 1.993 1.866 1.716 1.575
0.00011527 -2.13000 10.07918 0.7914857864 2.4157099724    0.790  0.783  3.7573  3.534    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.45e-12      0.00 7.925e-01 2.074e-01 1.839e-05 5.036e-06 4.585e-05 -1.000 9.847e-05 2.813 4.947 4.559 3.877 3.122 3.469 3.518 3.273 3.031 2.801 2.661 2.292 2.242 1.987 1.884 1.754 1.599 1.454
0.00011527 -2.13000 10.07918 0.7921115756 2.4159340858    0.790  0.823  3.7511  3.469    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.72e-12      0.00 7.809e-01 2.189e-01 1.919e-05 5.251e-06 4.777e-05 -1.000 1.177e-04 2.712 5.008 4.592 3.866 3.064 3.404 3.447 3.192 2.941 2.703 2.560 2.179 2.128 1.862 1.758 1.624 1.466 1.317
0.00011527 -2.13000 10.07918 0.7926056385 2.4161107540    0.791  0.863  3.7471  3.413    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1    -2e-12      0.00 7.755e-01 2.244e-01 1.958e-05 5.354e-06 4.868e-05 -1.000 1.205e-04 2.613 5.026 4.590 3.833 2.997 3.331 3.369 3.107 2.850 2.608 2.461 2.073 2.021 1.749 1.642 1.507 1.346 1.195
0.00011527 -2.13000 10.07918 0.7929433584 2.4162313938    0.791  0.893  3.7446  3.374    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.25e-12      0.00 7.727e-01 2.272e-01 1.977e-05 5.405e-06 4.914e-05 -1.000 1.205e-04 2.538 5.022 4.574 3.798 2.942 3.272 3.306 3.041 2.780 2.535 2.387 1.995 1.941 1.665 1.557 1.421 1.259 1.105
0.00011527 -2.13000 10.07918 0.7932426929 2.4163382053    0.791  0.923  3.7430  3.337    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.51e-12      0.00 7.709e-01 2.289e-01 1.989e-05 5.436e-06 4.942e-05 -1.000 1.146e-04 2.463 4.995 4.538 3.749 2.880 3.206 3.239 2.971 2.707 2.461 2.312 1.917 1.863 1.584 1.475 1.338 1.175 1.020
0.00011527 -2.13000 10.07918 0.7936351895 2.4164781570    0.792  0.964  3.7409  3.288    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.92e-12      0.00 7.688e-01 2.311e-01 2.002e-05 5.471e-06 4.973e-05 -1.000 8.707e-05 2.360 4.951 4.484 3.679 2.794 3.116 3.146 2.874 2.608 2.359 2.209 1.810 1.756 1.473 1.364 1.226 1.061 0.905
0.00011527 -2.13000 10.07918 0.7940306067 2.4166188240    0.792  1.008  3.7390  3.237    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.43e-12      0.00 7.669e-01 2.330e-01 2.012e-05 5.500e-06 4.999e-05 -1.000 6.977e-05 2.250 4.897 4.422 3.602 2.702 3.019 3.046 2.771 2.503 2.251 2.100 1.698 1.643 1.357 1.246 1.107 0.941 0.783
0.00011527 -2.13000 10.07918 0.7944093347 2.4167535305    0.792  1.053  3.7374  3.185    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.03e-12      0.00 7.652e-01 2.347e-01 2.021e-05 5.524e-06 5.020e-05 -1.000 1.177e-04 2.138 4.837 4.353 3.520 2.607 2.918 2.942 2.665 2.394 2.141 1.989 1.584 1.528 1.239 1.128 0.988 0.820 0.661
0.00011527 -2.13000 10.07918 0.7948118448 2.4168965816    0.793  1.104  3.7356  3.128    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.84e-12      0.00 7.635e-01 2.364e-01 2.029e-05 5.545e-06 5.040e-05 -1.000 1.205e-04 2.011 4.764 4.271 3.424 2.498 2.803 2.825 2.545 2.272 2.017 1.864 1.456 1.399 1.107 0.995 0.853 0.684 0.523
0.00011527 -2.13000 10.07918 0.7951496243 2.4170162678    0.793  1.149  3.7341  3.076    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -5.7e-12      0.00 7.622e-01 2.377e-01 2.035e-05 5.561e-06 5.053e-05 -1.000 1.205e-04 1.897 4.696 4.196 3.337 2.399 2.699 2.718 2.436 2.161 1.905 1.751 1.340 1.283 0.988 0.875 0.733 0.562 0.399
0.00011527 -2.13000 10.07918 0.7954912782 2.4171373844    0.793  1.199  3.7326  3.021    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -6.82e-12      0.00 7.609e-01 2.391e-01 2.039e-05 5.575e-06 5.065e-05 -1.000 8.334e-05 1.772 4.618 4.110 3.239 2.290 2.585 2.601 2.317 2.040 1.782 1.627 1.215 1.157 0.859 0.745 0.601 0.429 0.265
0.00011527 -2.13000 10.07918 0.7958265543 2.4172561169    0.793  1.252  3.7310  2.961    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -8.25e-12      0.00 7.595e-01 2.404e-01 2.043e-05 5.588e-06 5.076e-05 -1.000 9.236e-05 1.640 4.538 4.021 3.137 2.175 2.463 2.477 2.190 1.911 1.651 1.495 1.080 1.022 0.721 0.606 0.461 0.287 0.122
0.00011527 -2.13000 10.07918 0.7960970998 2.4173519611    0.793  1.299  3.7295  2.908    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -9.77e-12      0.00 7.585e-01 2.414e-01 2.045e-05 5.599e-06 5.084e-05 -1.000 1.162e-04 1.522 4.470 3.946 3.049 2.074 2.356 2.367 2.078 1.797 1.536 1.379 0.961 0.903 0.599 0.483 0.338 0.162 -0.004
0.00011527 -2.13000 10.07918 0.7963581085 2.4174442291    0.793  1.348  3.7280  2.853    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.16e-11      0.00 7.576e-01 2.423e-01 2.045e-05 5.611e-06 5.090e-05 -1.000 1.205e-04 1.400 4.401 3.867 2.957 1.970 2.244 2.252 1.960 1.677 1.415 1.257 0.837 0.778 0.471 0.355 0.209 0.032 -0.136
0.00011527 -2.13000 10.07918 0.7965925932 2.4175269604    0.794  1.396  3.7265  2.799    3  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.38e-11      0.00 7.568e-01 2.431e-01 2.044e-05 5.625e-06 5.095e-05 -1.000 1.204e-04 1.280 4.333 3.791 2.868 1.867 2.135 2.140 1.846 1.561 1.296 1.138 0.715 0.656 0.346 0.229 0.082 -0.096 -0.265
0.00011527 -2.13000 10.07918 0.7968049645 2.4176020622    0.794  1.444  3.7250  2.746    3  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -1.64e-11      0.00 7.561e-01 2.438e-01 2.043e-05 5.640e-06 5.099e-05 -1.000 1.198e-04 1.161 4.269 3.717 2.780 1.767 2.027 2.029 1.732 1.445 1.180 1.020 0.595 0.535 0.223 0.105 -0.043 -0.222 -0.393
0.00011527 -2.13000 10.07918 0.7969951034 2.4176690578    0.794  1.490  3.7235  2.693    3  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -1.94e-11      0.00 7.555e-01 2.443e-01 2.041e-05 5.655e-06 5.102e-05 -1.000 1.201e-04 1.044 4.203 3.643 2.693 1.667 1.921 1.920 1.621 1.332 1.065 0.905 0.477 0.416 0.101 -0.018 -0.166 -0.347 -0.519
0.00011527 -2.13000 10.07918 0.7971749902 2.4177324772    0.794  1.539  3.7219  2.639    3  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -2.31e-11      0.00 7.551e-01 2.448e-01 2.039e-05 5.673e-06 5.105e-05 -1.000 1.205e-04 0.923 4.136 3.566 2.603 1.563 1.811 1.808 1.506 1.215 0.946 0.785 0.355 0.294 -0.024 -0.144 -0.293 -0.475 -0.649
0.00011527 -2.13000 10.07918 0.7973347306 2.4177889824    0.794  1.586  3.7203  2.585    3  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -2.74e-11      0.00 7.547e-01 2.451e-01 2.037e-05 5.689e-06 5.107e-05 -1.000 1.204e-04 0.805 4.073 3.494 2.516 1.462 1.705 1.699 1.395 1.101 0.831 0.669 0.236 0.174 -0.147 -0.267 -0.418 -0.601 -0.776
0.00011527 -2.13000 10.07918 0.7974766493 2.4178388119    0.793  1.632  3.7188  2.533    3  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -3.23e-11      0.00 7.545e-01 2.454e-01 2.036e-05 5.701e-06 5.108e-05 -1.000 1.205e-04 0.691 4.016 3.427 2.434 1.366 1.602 1.594 1.287 0.991 0.719 0.556 0.121 0.059 -0.265 -0.387 -0.538 -0.723 -0.899
0.00011527 -2.13000 10.07918 0.7976052761 2.4178841114    0.793  1.677  3.7173  2.482    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -3.81e-11      0.00 7.544e-01 2.455e-01 2.035e-05 5.709e-06 5.109e-05 -1.000 1.168e-04 0.579 3.966 3.367 2.358 1.274 1.503 1.491 1.181 0.883 0.609 0.445 0.007 -0.056 -0.382 -0.505 -0.657 -0.843 -1.021
0.00011527 -2.13000 10.07918 0.7977257967 2.4179265499    0.793  1.722  3.7157  2.430    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1  -4.5e-11      0.00 7.543e-01 2.456e-01 2.034e-05 5.713e-06 5.109e-05 -1.000 1.205e-04 0.464 3.931 3.319 2.289 1.184 1.403 1.386 1.073 0.772 0.496 0.331 -0.110 -0.173 -0.503 -0.626 -0.779 -0.967 -1.146
0.00011527 -2.13000 10.07918 0.7978322506 2.4179639816    0.793  1.767  3.7141  2.379    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -5.28e-11      0.00 7.543e-01 2.456e-01 2.034e-05 5.715e-06 5.109e-05 -1.000 1.206e-04 0.353 3.898 3.273 2.223 1.098 1.307 1.286 0.969 0.665 0.387 0.221 -0.223 -0.286 -0.619 -0.743 -0.897 -1.086 -1.267
0.00011527 -2.13000 10.07918 0.7979305983 2.4179987907    0.793  1.811  3.7125  2.328    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1  -6.2e-11      0.00 7.543e-01 2.456e-01 2.034e-05 5.715e-06 5.110e-05 -1.000 1.206e-04 0.242 3.863 3.226 2.155 1.011 1.210 1.185 0.865 0.558 0.278 0.111 -0.335 -0.400 -0.735 -0.860 -1.015 -1.206 -1.388
0.00011527 -2.13000 10.07918 0.7980208993 2.4180305004    0.793  1.856  3.7109  2.277    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -7.28e-11      0.00 7.543e-01 2.456e-01 2.034e-05 5.716e-06 5.110e-05 -1.000 1.206e-04 0.131 3.832 3.182 2.090 0.925 1.115 1.086 0.761 0.452 0.170 0.002 -0.448 -0.513 -0.851 -0.977 -1.133 -1.325 -1.509
0.00011527 -2.13000 10.07918 0.7981011271 2.4180586338    0.792  1.898  3.7093  2.228    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -6.96e-11      0.00 7.543e-01 2.456e-01 2.034e-05 5.716e-06 5.110e-05 -1.000 1.206e-04 0.025 3.806 3.143 2.030 0.843 1.024 0.991 0.663 0.351 0.066 -0.103 -0.556 -0.621 -0.963 -1.090 -1.247 -1.440 -1.625
0.00011527 -2.13000 10.07918 0.7981752753 2.4180846214    0.792  1.940  3.7078  2.179    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1  -7.3e-11      0.00 7.543e-01 2.456e-01 2.034e-05 5.716e-06 5.110e-05 -1.000 1.205e-04 -0.081 3.782 3.105 1.970 0.763 0.934 0.896 0.564 0.249 -0.037 -0.207 -0.663 -0.729 -1.074 -1.201 -1.359 -1.554 -1.741
0.00011527 -2.13000 10.07918 0.7982465029 2.4181096554    0.792  1.985  3.7061  2.129    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -8.45e-11      0.00 7.543e-01 2.456e-01 2.034e-05 5.716e-06 5.110e-05 -1.000 1.206e-04 -0.191 3.760 3.068 1.910 0.680 0.842 0.799 0.463 0.144 -0.144 -0.316 -0.774 -0.841 -1.189 -1.318 -1.477 -1.673 -1.861
0.00011527 -2.13000 10.07918 0.7983074784 2.4181311131    0.791  2.025  3.7045  2.081    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1  -9.9e-11      0.00 7.543e-01 2.456e-01 2.034e-05 5.716e-06 5.110e-05 -1.000 1.205e-04 -0.293 3.742 3.037 1.856 0.604 0.757 0.709 0.369 0.048 -0.243 -0.416 -0.877 -0.945 -1.296 -1.426 -1.585 -1.783 -1.973
0.00011527 -2.13000 10.07918 0.7983638644 2.4181509018    0.791  2.066  3.7030  2.034    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -1.16e-10      0.00 7.543e-01 2.456e-01 2.034e-05 5.717e-06 5.110e-05 -1.000 1.204e-04 -0.395 3.723 3.004 1.801 0.528 0.672 0.620 0.276 -0.049 -0.341 -0.515 -0.980 -1.048 -1.402 -1.533 -1.694 -1.893 -2.085
0.00011527 -2.13000 10.07918 0.7984177470 2.4181699753    0.791  2.108  3.7014  1.986    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -1.36e-10      0.00 7.542e-01 2.456e-01 2.034e-05 5.717e-06 5.110e-05 -1.000 1.205e-04 -0.499 3.707 2.973 1.746 0.451 0.585 0.528 0.179 -0.148 -0.443 -0.618 -1.086 -1.154 -1.512 -1.644 -1.805 -2.006 -2.199
0.00011527 -2.13000 10.07918 0.7984647751 2.4181864262    0.790  2.147  3.6997  1.940    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -1.58e-10      0.00 7.542e-01 2.456e-01 2.034e-05 5.717e-06 5.110e-05 -1.000 1.205e-04 -0.597 3.708 2.960 1.707 0.384 0.506 0.444 0.090 -0.241 -0.538 -0.715 -1.186 -1.255 -1.615 -1.748 -1.911 -2.113 -2.308
0.00011527 -2.13000 10.07918 0.7985087633 2.4182019234    0.790  2.186  3.6982  1.895    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -1.84e-10      0.00 7.542e-01 2.456e-01 2.034e-05 5.717e-06 5.110e-05 -1.000 1.205e-04 -0.694 3.708 2.946 1.668 0.320 0.428 0.360 0.002 -0.332 -0.632 -0.810 -1.284 -1.353 -1.717 -1.850 -2.014 -2.218 -2.414
0.00011527 -2.13000 10.07918 0.7985545993 2.4182178974    0.789  2.222  3.6968  1.852    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -2.12e-10      0.00 7.542e-01 2.456e-01 2.034e-05 5.717e-06 5.110e-05 -1.000 1.205e-04 -0.785 3.707 2.932 1.631 0.259 0.355 0.282 -0.080 -0.418 -0.720 -0.899 -1.376 -1.446 -1.813 -1.947 -2.111 -2.316 -2.513
0.00011527 -2.13000 10.07918 0.7986053824 2.4182357788    0.788  2.253  3.6956  1.817    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1  -2.4e-10      0.00 7.542e-01 2.456e-01 2.034e-05 5.717e-06 5.110e-05 -1.000 1.205e-04 -0.861 3.705 2.921 1.600 0.208 0.294 0.216 -0.150 -0.490 -0.794 -0.974 -1.453 -1.524 -1.893 -2.027 -2.193 -2.398 -2.597
0.00011527 -2.13000 10.07918 0.7986304760 2.4182446003    0.788  2.246  3.6961  1.825    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -2.37e-10      0.00 7.542e-01 2.457e-01 2.034e-05 5.717e-06 5.110e-05 -1.000 1.205e-04 -0.846 3.694 2.914 1.600 0.215 0.304 0.228 -0.137 -0.476 -0.779 -0.959 -1.437 -1.507 -1.876 -2.010 -2.175 -2.380 -2.579
0.00011527 -2.13000 10.07918 0.7986364961 2.4182467461    0.788  2.253  3.6958  1.817    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -2.43e-10      0.00 7.542e-01 2.457e-01 2.034e-05 5.717e-06 5.110e-05 -1.000 1.206e-04 -0.863 3.696 2.913 1.594 0.204 0.291 0.213 -0.152 -0.492 -0.796 -0.975 -1.454 -1.525 -1.894 -2.028 -2.193 -2.399 -2.597
0.00011527 -2.13000 10.07918 0.7986698747 2.4182584286    0.787  2.293  3.6941  1.769    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -2.81e-10      0.00 7.542e-01 2.457e-01 2.034e-05 5.717e-06 5.110e-05 -1.000 1.206e-04 -0.964 3.702 2.905 1.558 0.139 0.212 0.129 -0.242 -0.587 -0.893 -1.074 -1.556 -1.628 -2.000 -2.135 -2.301 -2.509 -2.709
0.00011527 -2.13000 10.07918 0.7987035513 2.4182703495    0.787  2.336  3.6924  1.719    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1  -3.3e-10      0.00 7.542e-01 2.457e-01 2.034e-05 5.718e-06 5.110e-05 -1.000 1.204e-04 -1.071 3.701 2.890 1.514 0.067 0.126 0.036 -0.340 -0.688 -0.997 -1.179 -1.665 -1.737 -2.113 -2.249 -2.416 -2.625 -2.827
0.00011527 -2.13000 10.07918 0.7987322211 2.4182803631    0.786  2.375  3.6906  1.673    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -3.83e-10      0.00 7.542e-01 2.457e-01 2.034e-05 5.718e-06 5.110e-05 -1.000 1.205e-04 -1.168 3.710 2.885 1.482 0.005 0.052 -0.044 -0.426 -0.778 -1.090 -1.274 -1.764 -1.836 -2.215 -2.353 -2.521 -2.731 -2.935
0.00011527 -2.13000 10.07918 0.7987603545 2.4182901382    0.785  2.416  3.6888  1.624    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -4.47e-10      0.00 7.542e-01 2.457e-01 2.034e-05 5.718e-06 5.110e-05 -1.000 1.206e-04 -1.270 3.723 2.885 1.451 -0.057 -0.025 -0.128 -0.516 -0.873 -1.187 -1.373 -1.867 -1.940 -2.323 -2.461 -2.631 -2.843 -3.048
0.00011527 -2.13000 10.07918 0.7987866402 2.4182994366    0.785  2.457  3.6871  1.576    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -5.21e-10      0.00 7.542e-01 2.457e-01 2.034e-05 5.718e-06 5.110e-05 -1.000 1.206e-04 -1.373 3.731 2.882 1.419 -0.120 -0.102 -0.212 -0.607 -0.968 -1.285 -1.472 -1.970 -2.043 -2.430 -2.570 -2.740 -2.954 -3.161
0.00011527 -2.13000 10.07918 0.7988096476 2.4183075428    0.784  2.495  3.6853  1.530    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -6.03e-10      0.00 7.542e-01 2.457e-01 2.034e-05 5.718e-06 5.110e-05 -1.000 1.204e-04 -1.468 3.675 2.861 1.448 -0.133 -0.150 -0.279 -0.687 -1.056 -1.378 -1.568 -2.069 -2.143 -2.533 -2.674 -2.845 -3.061 -3.271
0.00011527 -2.13000 10.07918 0.7988324165 2.4183156490    0.783  2.536  3.6835  1.482    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -7.02e-10      0.00 7.542e-01 2.457e-01 2.034e-05 5.718e-06 5.111e-05 -1.000 1.206e-04 -1.570 3.717 2.879 1.409 -0.203 -0.229 -0.362 -0.775 -1.149 -1.474 -1.665 -2.170 -2.246 -2.639 -2.781 -2.954 -3.171 -3.382
0.00011527 -2.13000 10.07918 0.7988526225 2.4183225632    0.782  2.574  3.6818  1.436    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -8.12e-10      0.00 7.542e-01 2.457e-01 2.034e-05 5.718e-06 5.111e-05 -1.000 1.205e-04 -1.666 3.702 2.881 1.422 -0.230 -0.283 -0.431 -0.856 -1.237 -1.566 -1.759 -2.269 -2.345 -2.742 -2.885 -3.059 -3.278 -3.491
0.00011527 -2.13000 10.07918 0.7988715172 2.4183292389    0.781  2.613  3.6800  1.390    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -9.39e-10      0.00 7.542e-01 2.457e-01 2.034e-05 5.718e-06 5.111e-05 -1.000 1.206e-04 -1.762 3.694 2.893 1.444 -0.250 -0.332 -0.495 -0.933 -1.323 -1.657 -1.853 -2.368 -2.445 -2.845 -2.989 -3.164 -3.386 -3.600
0.00011527 -2.13000 10.07918 0.7988894582 2.4183354378    0.780  2.651  3.6782  1.343    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -1.09e-09      0.00 7.542e-01 2.457e-01 2.034e-05 5.718e-06 5.111e-05 -1.000 1.206e-04 -1.859 3.686 2.912 1.473 -0.263 -0.377 -0.558 -1.010 -1.409 -1.749 -1.948 -2.467 -2.545 -2.950 -3.095 -3.271 -3.494 -3.710
0.00011527 -2.13000 10.07918 0.7989088297 2.4183423519    0.778  2.697  3.6761  1.289    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -1.29e-09      0.00 7.542e-01 2.457e-01 2.034e-05 5.718e-06 5.111e-05 -1.000 1.205e-04 -1.971 3.682 2.939 1.510 -0.275 -0.426 -0.628 -1.098 -1.508 -1.855 -2.057 -2.583 -2.661 -3.071 -3.217 -3.394 -3.620 -3.838
0.00011527 -2.13000 10.07918 0.7989243865 2.4183478355    0.777  2.735  3.6741  1.242    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -1.49e-09      0.00 7.542e-01 2.457e-01 2.034e-05 5.718e-06 5.111e-05 -1.000 1.205e-04 -2.068 3.690 2.978 1.557 -0.273 -0.459 -0.682 -1.170 -1.591 -1.945 -2.151 -2.683 -2.762 -3.176 -3.323 -3.501 -3.729 -3.949
0.00011527 -2.13000 10.07918 0.7989404202 2.4183533192    0.775  2.778  3.6721  1.189    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -1.76e-09      0.00 7.542e-01 2.457e-01 2.034e-05 5.718e-06 5.111e-05 -1.000 1.205e-04 -2.176 3.701 3.024 1.609 -0.268 -0.495 -0.741 -1.249 -1.683 -2.045 -2.254 -2.793 -2.873 -3.292 -3.440 -3.620 -3.850 -4.072
0.00011527 -2.13000 10.07918 0.7989536524 2.4183580875    0.774  2.816  3.6703  1.143    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -2.03e-09      0.00 7.542e-01 2.457e-01 2.034e-05 5.718e-06 5.111e-05 -1.000 1.205e-04 -2.271 3.714 3.067 1.657 -0.262 -0.523 -0.791 -1.318 -1.764 -2.133 -2.345 -2.891 -2.972 -3.395 -3.544 -3.725 -3.957 -4.181
0.00011527 -2.13000 10.07918 0.7989671230 2.4183628559    0.772  2.858  3.6680  1.092    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -2.37e-09      0.00 7.542e-01 2.457e-01 2.034e-05 5.718e-06 5.111e-05 -1.000 1.205e-04 -2.374 3.741 3.139 1.739 -0.230 -0.538 -0.834 -1.386 -1.847 -2.225 -2.443 -2.997 -3.079 -3.507 -3.658 -3.841 -4.075 -4.302
0.00011527 -2.13000 10.07918 0.7989783287 2.4183666706    0.770  2.894  3.6663  1.047    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -2.72e-09      0.00 7.542e-01 2.457e-01 2.034e-05 5.718e-06 5.111e-05 -1.000 1.206e-04 -2.466 3.754 3.188 1.795 -0.212 -0.557 -0.876 -1.448 -1.922 -2.308 -2.530 -3.090 -3.173 -3.606 -3.758 -3.941 -4.178 -4.406
0.00011527 -2.13000 10.07918 0.7989901304 2.4183709621    0.768  2.935  3.6641  0.996    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -3.18e-09      0.00 7.542e-01 2.457e-01 2.034e-05 5.718e-06 5.111e-05 -1.000 1.206e-04 -2.568 3.788 3.268 1.887 -0.167 -0.561 -0.910 -1.510 -2.001 -2.398 -2.625 -3.195 -3.279 -3.717 -3.871 -4.056 -4.295 -4.525
0.00011527 -2.13000 10.07918 0.7990019917 2.4183750153    0.765  2.980  3.6618  0.942    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -3.77e-09      0.00 7.542e-01 2.457e-01 2.034e-05 5.718e-06 5.111e-05 -1.000 1.205e-04 -2.679 3.820 3.351 1.990 -0.111 -0.555 -0.938 -1.573 -2.084 -2.494 -2.727 -3.308 -3.394 -3.838 -3.994 -4.180 -4.421 -4.654
0.00011527 -2.13000 10.07918 0.7990117073 2.4183783531    0.763  3.018  3.6597  0.893    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -4.37e-09      0.00 7.542e-01 2.457e-01 2.034e-05 5.718e-06 5.111e-05 -1.000 1.205e-04 -2.775 3.858 3.435 2.098 -0.044 -0.536 -0.951 -1.620 -2.152 -2.576 -2.814 -3.407 -3.494 -3.945 -4.101 -4.289 -4.533 -4.767
0.00011527 -2.13000 10.07918 0.7990199924 2.4183814526    0.760  3.053  3.6578  0.849    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -4.99e-09      0.00 7.542e-01 2.457e-01 2.034e-05 5.718e-06 5.111e-05 -1.000 1.205e-04 -2.863 3.890 3.506 2.196 0.016 -0.519 -0.962 -1.661 -2.211 -2.647 -2.892 -3.495 -3.583 -4.040 -4.198 -4.387 -4.633 -4.869
0.00011527 -2.13000 10.07918 0.7990285754 2.4183843136    0.758  3.091  3.6558  0.802    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -5.77e-09      0.00 7.542e-01 2.457e-01 2.034e-05 5.718e-06 5.111e-05 -1.000 1.206e-04 -2.957 3.924 3.559 2.245 0.029 -0.534 -0.996 -1.717 -2.281 -2.727 -2.975 -3.588 -3.678 -4.141 -4.300 -4.490 -4.739 -4.977
0.00011527 -2.13000 10.07918 0.7990373373 2.4183874130    0.754  3.132  3.6535  0.749    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -6.76e-09      0.00 7.542e-01 2.457e-01 2.034e-05 5.718e-06 5.111e-05 -1.000 1.205e-04 -3.061 3.969 3.626 2.306 0.048 -0.547 -1.030 -1.776 -2.355 -2.812 -3.066 -3.690 -3.781 -4.251 -4.412 -4.604 -4.854 -5.095
